STUDY_ID	SAMPLE_ID	ESR1
coadread_tcga_pan_can_atlas_2018	TCGA-5M-AAT6-01	26.9057
coadread_tcga_pan_can_atlas_2018	TCGA-5M-AATE-01	10.2972
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2671-01	13.63383631
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2672-01	13.2639424
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2674-01	28.33979666
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2675-01	19.4201
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2676-01	5.696878467
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2677-01	5.698654738
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2678-01	3.647368736
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2679-01	11.77012305
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2680-01	2.671651623
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2681-01	5.161970423
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2682-01	8.2357
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2683-01	2.567455068
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2684-01	25.0398
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2685-01	24.7219
coadread_tcga_pan_can_atlas_2018	TCGA-A6-2686-01	32.667
coadread_tcga_pan_can_atlas_2018	TCGA-A6-3807-01	5.094882209
coadread_tcga_pan_can_atlas_2018	TCGA-A6-3808-01	23.74508904
coadread_tcga_pan_can_atlas_2018	TCGA-A6-3809-01	12.41945717
coadread_tcga_pan_can_atlas_2018	TCGA-A6-3810-01	9.992694087
coadread_tcga_pan_can_atlas_2018	TCGA-A6-4105-01	12.8156
coadread_tcga_pan_can_atlas_2018	TCGA-A6-4107-01	5.457371843
coadread_tcga_pan_can_atlas_2018	TCGA-A6-5656-01	3.3186
coadread_tcga_pan_can_atlas_2018	TCGA-A6-5657-01	26.1964
coadread_tcga_pan_can_atlas_2018	TCGA-A6-5659-01	4.6853
coadread_tcga_pan_can_atlas_2018	TCGA-A6-5660-01	6.0137
coadread_tcga_pan_can_atlas_2018	TCGA-A6-5661-01	5.733
coadread_tcga_pan_can_atlas_2018	TCGA-A6-5662-01	2.1645
coadread_tcga_pan_can_atlas_2018	TCGA-A6-5664-01	21.9498
coadread_tcga_pan_can_atlas_2018	TCGA-A6-5665-01	1.8764
coadread_tcga_pan_can_atlas_2018	TCGA-A6-5666-01	1.0188
coadread_tcga_pan_can_atlas_2018	TCGA-A6-5667-01	2.5437
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6137-01	13.3841
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6138-01	18.5688
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6140-01	2.1768
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6141-01	34.4456
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6142-01	7.0104
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6648-01	3.3037
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6649-01	9.886
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6650-01	2.7171
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6651-01	90.8805
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6652-01	1.3164
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6653-01	6.0553
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6654-01	25.694
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6780-01	11.3693
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6781-01	27.2597
coadread_tcga_pan_can_atlas_2018	TCGA-A6-6782-01	35.7143
coadread_tcga_pan_can_atlas_2018	TCGA-A6-A565-01	19.5933
coadread_tcga_pan_can_atlas_2018	TCGA-A6-A566-01	20.577
coadread_tcga_pan_can_atlas_2018	TCGA-A6-A567-01	3.1032
coadread_tcga_pan_can_atlas_2018	TCGA-A6-A56B-01	4.7562
coadread_tcga_pan_can_atlas_2018	TCGA-A6-A5ZU-01	48.1444
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3488-01	1.307721033
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3489-01	56.9044
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3492-01	1.9546
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3494-01	7.413831857
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3495-01	9.1347
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3496-01	18.2147
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3502-01	11.1111
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3506-01	10.7877
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3510-01	14.18940827
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3511-01	8.537
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3514-01	10.75017521
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3517-01	4.985104054
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3518-01	8.061868814
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3519-01	6.317766575
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3520-01	5.277327478
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3521-01	3.13724357
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3522-01	4.737504413
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3524-01	5.359887863
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3525-01	3.913961838
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3526-01	5.9551
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3527-01	12.35102441
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3529-01	1.720294876
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3530-01	12.72487586
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3531-01	4.282892372
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3532-01	14.00720265
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3534-01	3.326160207
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3538-01	7.620599432
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3542-01	-0.126424434
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3543-01	12.33222957
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3544-01	10.56315625
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3548-01	11.65228874
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3549-01	6.203518213
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3552-01	11.93015454
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3553-01	2.758559787
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3555-01	6.726927821
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3558-01	NA
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3560-01	51.17180792
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3561-01	11.50066599
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3655-01	7.4177
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3660-01	8.6957
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3663-01	6.044
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3664-01	8.42528372
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3666-01	2.641057101
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3667-01	1.579019205
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3673-01	5.542699458
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3675-01	2.4135
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3678-01	3.787026119
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3679-01	0.96242952
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3680-01	5.659896939
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3681-01	12.46354113
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3684-01	14.92098398
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3685-01	11.1219
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3688-01	3.666523023
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3692-01	4.562250915
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3693-01	4.697859688
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3695-01	549.3701869
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3696-01	-0.126424434
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3710-01	8.18905441
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3712-01	6.3244
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3713-01	8.8795
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3715-01	30.94993727
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3811-01	6.174102525
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3812-01	3.368293605
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3814-01	13.52385936
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3818-01	5.137209087
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3819-01	2.638103925
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3821-01	6.249609932
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3831-01	11.51750649
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3833-01	8.186732164
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3837-01	5.914058687
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3841-01	1.778469432
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3842-01	12.57587483
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3844-01	3.504257238
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3845-01	12.23911753
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3846-01	7.66006065
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3848-01	10.69511221
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3850-01	18.96477992
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3851-01	8.122664165
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3852-01	10.00178027
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3854-01	4.907839361
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3855-01	7.945054189
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3856-01	4.969475045
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3858-01	0.676087984
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3864-01	3.713788687
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3866-01	19.17592646
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3867-01	10.90729072
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3869-01	11.87713398
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3870-01	8.492817897
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3872-01	17.42068429
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3875-01	4.853074036
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3877-01	12.93839706
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3930-01	4.97579156
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3939-01	5.106294223
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3941-01	0.824250102
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3947-01	8.55425992
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3949-01	16.7693246
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3950-01	17.41541543
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3952-01	3.361353757
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3955-01	-0.126424434
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3956-01	3.935122993
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3966-01	8.346531266
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3968-01	10.97210995
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3971-01	8.56177946
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3973-01	4.559816962
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3975-01	5.341938825
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3976-01	9.657802252
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3977-01	9.132503262
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3979-01	1.433065163
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3980-01	11.04336079
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3982-01	2.734952233
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3984-01	3.748170767
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3986-01	13.23892565
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3989-01	10.92820885
coadread_tcga_pan_can_atlas_2018	TCGA-AA-3994-01	5.18664826
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A004-01	19.90974823
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00A-01	5.983428239
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00D-01	9.51108163
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00E-01	14.04190914
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00F-01	15.18868608
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00J-01	5.451957077
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00K-01	4.028773551
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00L-01	3.983052422
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00N-01	9.940484606
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00O-01	9.461285056
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00Q-01	3.721040426
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00R-01	17.76834309
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00U-01	2.449707698
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00W-01	-0.126424434
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A00Z-01	4.263475019
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A010-01	9.737164189
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A017-01	-0.126424434
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01C-01	1.506649705
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01D-01	14.34974951
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01F-01	0.886863954
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01G-01	1.825299996
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01I-01	5.823366925
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01K-01	22.27167488
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01P-01	18.6788
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01Q-01	4.952549163
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01R-01	5.869765629
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01S-01	-0.126424434
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01T-01	2.48018083
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01V-01	4.741800855
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01X-01	2.8037
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A01Z-01	1.7167
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A022-01	6.831963312
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A024-01	-0.126424434
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A029-01	-0.126424434
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A02E-01	6.113891294
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A02F-01	1.420546755
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A02H-01	-0.126424434
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A02J-01	0.518772303
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A02O-01	-0.126424434
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A02R-01	7.588032363
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A02W-01	5.834019178
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A02Y-01	0.858
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A03F-01	-0.126424434
coadread_tcga_pan_can_atlas_2018	TCGA-AA-A03J-01	0.934997965
coadread_tcga_pan_can_atlas_2018	TCGA-AD-5900-01	9.8548
coadread_tcga_pan_can_atlas_2018	TCGA-AD-6548-01	13.0732
coadread_tcga_pan_can_atlas_2018	TCGA-AD-6888-01	0
coadread_tcga_pan_can_atlas_2018	TCGA-AD-6889-01	2.5602
coadread_tcga_pan_can_atlas_2018	TCGA-AD-6890-01	4.1371
coadread_tcga_pan_can_atlas_2018	TCGA-AD-6895-01	7.0842
coadread_tcga_pan_can_atlas_2018	TCGA-AD-6899-01	19.2102
coadread_tcga_pan_can_atlas_2018	TCGA-AD-6901-01	30.0329
coadread_tcga_pan_can_atlas_2018	TCGA-AD-6963-01	3.51
coadread_tcga_pan_can_atlas_2018	TCGA-AD-6964-01	36.9811
coadread_tcga_pan_can_atlas_2018	TCGA-AD-6965-01	7.2314
coadread_tcga_pan_can_atlas_2018	TCGA-AD-A5EJ-01	2.924
coadread_tcga_pan_can_atlas_2018	TCGA-AD-A5EK-01	1.9157
coadread_tcga_pan_can_atlas_2018	TCGA-AM-5820-01	1.6701
coadread_tcga_pan_can_atlas_2018	TCGA-AM-5821-01	6.3233
coadread_tcga_pan_can_atlas_2018	TCGA-AU-3779-01	10.9461
coadread_tcga_pan_can_atlas_2018	TCGA-AU-6004-01	17.0548
coadread_tcga_pan_can_atlas_2018	TCGA-AY-4070-01	8.065874104
coadread_tcga_pan_can_atlas_2018	TCGA-AY-4071-01	12.45862548
coadread_tcga_pan_can_atlas_2018	TCGA-AY-5543-01	1.5773
coadread_tcga_pan_can_atlas_2018	TCGA-AY-6196-01	100.24
coadread_tcga_pan_can_atlas_2018	TCGA-AY-6197-01	0.8177
coadread_tcga_pan_can_atlas_2018	TCGA-AY-6386-01	4.4529
coadread_tcga_pan_can_atlas_2018	TCGA-AY-A54L-01	2.9686
coadread_tcga_pan_can_atlas_2018	TCGA-AY-A69D-01	5.6823
coadread_tcga_pan_can_atlas_2018	TCGA-AY-A71X-01	0.7686
coadread_tcga_pan_can_atlas_2018	TCGA-AY-A8YK-01	4.6439
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-4308-01	-0.126424434
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-4313-01	0.4728
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-4315-01	4.4194
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-4323-01	69.251
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-4614-01	2.0425
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-4615-01	9.4217
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-4616-01	10.4634
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-4681-01	-0.126424434
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-4682-01	4.0954
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-4684-01	14.7216
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-5403-01	6.0157
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-5407-01	6.391
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-6598-01	4.3197
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-6599-01	101.388
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-6600-01	15.2737
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-6603-01	15.3579
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-6605-01	42.3228
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-6606-01	3.7426
coadread_tcga_pan_can_atlas_2018	TCGA-AZ-6607-01	20.9396
coadread_tcga_pan_can_atlas_2018	TCGA-CA-5254-01	8.7129
coadread_tcga_pan_can_atlas_2018	TCGA-CA-5255-01	3.3296
coadread_tcga_pan_can_atlas_2018	TCGA-CA-5256-01	3.6983
coadread_tcga_pan_can_atlas_2018	TCGA-CA-5796-01	8.9457
coadread_tcga_pan_can_atlas_2018	TCGA-CA-5797-01	3.3495
coadread_tcga_pan_can_atlas_2018	TCGA-CA-6715-01	1.4782
coadread_tcga_pan_can_atlas_2018	TCGA-CA-6716-01	2.9702
coadread_tcga_pan_can_atlas_2018	TCGA-CA-6717-01	45.475
coadread_tcga_pan_can_atlas_2018	TCGA-CA-6718-01	12.1473
coadread_tcga_pan_can_atlas_2018	TCGA-CA-6719-01	10.663
coadread_tcga_pan_can_atlas_2018	TCGA-CK-4947-01	13.5249
coadread_tcga_pan_can_atlas_2018	TCGA-CK-4948-01	4.2763
coadread_tcga_pan_can_atlas_2018	TCGA-CK-4950-01	15.407
coadread_tcga_pan_can_atlas_2018	TCGA-CK-4951-01	13.1579
coadread_tcga_pan_can_atlas_2018	TCGA-CK-4952-01	2.0467
coadread_tcga_pan_can_atlas_2018	TCGA-CK-5912-01	7.485
coadread_tcga_pan_can_atlas_2018	TCGA-CK-5913-01	2.9449
coadread_tcga_pan_can_atlas_2018	TCGA-CK-5914-01	5.6703
coadread_tcga_pan_can_atlas_2018	TCGA-CK-5915-01	1.7762
coadread_tcga_pan_can_atlas_2018	TCGA-CK-5916-01	12.4901
coadread_tcga_pan_can_atlas_2018	TCGA-CK-6746-01	9.1241
coadread_tcga_pan_can_atlas_2018	TCGA-CK-6747-01	7.3468
coadread_tcga_pan_can_atlas_2018	TCGA-CK-6748-01	5.2835
coadread_tcga_pan_can_atlas_2018	TCGA-CK-6751-01	6.0744
coadread_tcga_pan_can_atlas_2018	TCGA-CM-4743-01	8.7173
coadread_tcga_pan_can_atlas_2018	TCGA-CM-4744-01	2.7054
coadread_tcga_pan_can_atlas_2018	TCGA-CM-4746-01	-0.126424434
coadread_tcga_pan_can_atlas_2018	TCGA-CM-4747-01	4.81
coadread_tcga_pan_can_atlas_2018	TCGA-CM-4748-01	16.30207872
coadread_tcga_pan_can_atlas_2018	TCGA-CM-4750-01	3.98004193
coadread_tcga_pan_can_atlas_2018	TCGA-CM-4751-01	8.6837
coadread_tcga_pan_can_atlas_2018	TCGA-CM-4752-01	8.169194709
coadread_tcga_pan_can_atlas_2018	TCGA-CM-5341-01	11.22183741
coadread_tcga_pan_can_atlas_2018	TCGA-CM-5344-01	3.9453
coadread_tcga_pan_can_atlas_2018	TCGA-CM-5348-01	18.4719
coadread_tcga_pan_can_atlas_2018	TCGA-CM-5349-01	13.567
coadread_tcga_pan_can_atlas_2018	TCGA-CM-5860-01	7.6516
coadread_tcga_pan_can_atlas_2018	TCGA-CM-5861-01	4.947
coadread_tcga_pan_can_atlas_2018	TCGA-CM-5862-01	2.6144
coadread_tcga_pan_can_atlas_2018	TCGA-CM-5863-01	13.4648
coadread_tcga_pan_can_atlas_2018	TCGA-CM-5864-01	2.7248
coadread_tcga_pan_can_atlas_2018	TCGA-CM-5868-01	6.81
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6161-01	14.561
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6162-01	39.7112
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6163-01	13.3223
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6164-01	6.6741
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6165-01	21.1718
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6166-01	2.3952
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6167-01	38.1558
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6168-01	25.7004
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6169-01	31.2826
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6170-01	4.9896
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6171-01	3.5991
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6172-01	6.4702
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6674-01	7.3363
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6675-01	4.4323
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6676-01	7.2961
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6677-01	6.7705
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6678-01	3.9164
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6679-01	11.839
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6680-01	39.3929
coadread_tcga_pan_can_atlas_2018	TCGA-D5-5537-01	7.423
coadread_tcga_pan_can_atlas_2018	TCGA-D5-5538-01	12.3533
coadread_tcga_pan_can_atlas_2018	TCGA-D5-5539-01	82.2079
coadread_tcga_pan_can_atlas_2018	TCGA-D5-5540-01	2.4631
coadread_tcga_pan_can_atlas_2018	TCGA-D5-5541-01	19.165
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6529-01	23.4699
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6530-01	8.9193
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6531-01	10.2106
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6532-01	5.7118
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6533-01	4.56
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6534-01	67.9614
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6535-01	12.1788
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6536-01	3.3356
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6537-01	0.4273
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6538-01	0.8979
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6539-01	6.9777
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6540-01	2.8146
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6541-01	29.198
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6898-01	14.3848
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6920-01	5.5118
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6922-01	3.96
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6923-01	11.7782
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6924-01	22.4905
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6926-01	13.2084
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6927-01	5.641
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6928-01	56.2181
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6929-01	13.0037
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6930-01	8.6603
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6931-01	19.6445
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6932-01	4.5111
coadread_tcga_pan_can_atlas_2018	TCGA-D5-7000-01	7.8408
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A0X9-01	3.5336
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A0XD-01	1.8676
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A0XF-01	5.5005
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A1D0-01	0.9993
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A1D4-01	0.8153
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A1D6-01	17.7891
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A1D7-01	4.535
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A1D8-01	2.6429
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A1D9-01	1.6556
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A1DA-01	0.9545
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A1DB-01	1.7204
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A1HA-01	1.9964
