STUDY_ID	SAMPLE_ID	ESR1
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J1-01	177.233
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J2-01	34.6262
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J3-01	6.5176
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J4-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J5-01	30.2091
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J6-01	46.944
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J7-01	12.8359
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J8-01	121.84
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J9-01	8.1595
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JA-01	18.4989
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JB-01	11.1396
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JC-01	98.6005
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JD-01	13.9563
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JE-01	55.4299
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JF-01	13.1287
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JG-01	8.0613
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JH-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JI-01	252.544
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JJ-01	443.106
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JK-01	36.6133
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JL-01	5.6378
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JM-01	34.0517
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JO-01	28.0756
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JP-01	69.8287
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JQ-01	30.2578
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JR-01	10.3286
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JS-01	109.878
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JT-01	4.2639
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JU-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JV-01	79.4393
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JW-01	159.719
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JX-01	152.424
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JY-01	25.5262
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JZ-01	5.3736
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K0-01	19.556
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K1-01	23.1867
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K2-01	18.1386
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K3-01	10.3493
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K4-01	1.6808
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K5-01	21.5893
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K6-01	59.5659
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K8-01	4.3541
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K9-01	74.3184
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KB-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KO-01	1.4058
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KP-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KQ-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KS-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KT-01	113.68
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KU-01	6.7277
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KV-01	9.2557
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KW-01	7.0204
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KX-01	140.057
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KY-01	17.7089
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KZ-01	140
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L1-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L2-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L3-01	8.9286
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L4-01	78.028
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L5-01	51.8842
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L6-01	42.9907
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L8-01	17.5579
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L9-01	59.1398
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LA-01	28.394
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LB-01	6.9938
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LC-01	53.5957
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LD-01	66.4858
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LE-01	115.012
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LF-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LG-01	58.6964
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LH-01	6.9465
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LI-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LJ-01	4.5306
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LK-01	162.712
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LL-01	48.4522
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LM-01	13.8076
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LN-01	9.2486
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LO-01	49.4954
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LP-01	40.109
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LR-01	25.9414
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LS-01	8.1315
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LT-01	40.8163
acc_tcga_pan_can_atlas_2018	TCGA-OU-A5PI-01	34.7777
acc_tcga_pan_can_atlas_2018	TCGA-P6-A5OF-01	24.6382
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5OG-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-P6-A5OH-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-PA-A5YG-01	90.6149
acc_tcga_pan_can_atlas_2018	TCGA-PK-A5H8-01	292.317
acc_tcga_pan_can_atlas_2018	TCGA-PK-A5H9-01	88.284
acc_tcga_pan_can_atlas_2018	TCGA-PK-A5HA-01	101.985
acc_tcga_pan_can_atlas_2018	TCGA-PK-A5HB-01	8.8212
acc_tcga_pan_can_atlas_2018	TCGA-PK-A5HC-01	NA
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KO-01	41.9825
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KP-01	257.595
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KQ-01	59.8053
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KR-01	22.3186
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KT-01	5.0876
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KW-01	21.9918
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7M-01	4.902
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7N-01	122.578
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7O-01	7.315
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7Q-01	166.225
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7R-01	7.5656
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7S-01	885.924
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7W-01	64.8861
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7Y-01	276.732
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA80-01	158.838
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA81-01	6.6116
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA82-01	45.6778
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA83-01	15.1815
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA84-01	4.1672
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA86-01	51.5567
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA87-01	5.4927
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA89-01	8.6022
blca_tcga_pan_can_atlas_2018	TCGA-5N-A9KI-01	195.44
blca_tcga_pan_can_atlas_2018	TCGA-5N-A9KM-01	739.32
blca_tcga_pan_can_atlas_2018	TCGA-BL-A0C8-01	220.537
blca_tcga_pan_can_atlas_2018	TCGA-BL-A13I-01	67.5566
blca_tcga_pan_can_atlas_2018	TCGA-BL-A13J-01	18.0462
blca_tcga_pan_can_atlas_2018	TCGA-BL-A3JM-01	11.772
blca_tcga_pan_can_atlas_2018	TCGA-BL-A5ZZ-01	10.5422
blca_tcga_pan_can_atlas_2018	TCGA-BT-A0S7-01	12.9573
blca_tcga_pan_can_atlas_2018	TCGA-BT-A0YX-01	283.937
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20J-01	23.8095
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20N-01	4.8754
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20O-01	109.215
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20P-01	113.955
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20Q-01	260.583
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20R-01	115.301
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20T-01	595.348
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20U-01	1078.47
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20V-01	2.4707
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20W-01	33.2481
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20X-01	29.0839
blca_tcga_pan_can_atlas_2018	TCGA-BT-A2LA-01	17.0438
blca_tcga_pan_can_atlas_2018	TCGA-BT-A2LB-01	17.0879
blca_tcga_pan_can_atlas_2018	TCGA-BT-A2LD-01	27.4177
blca_tcga_pan_can_atlas_2018	TCGA-BT-A3PH-01	551.013
blca_tcga_pan_can_atlas_2018	TCGA-BT-A3PJ-01	133.61
blca_tcga_pan_can_atlas_2018	TCGA-BT-A3PK-01	190.121
blca_tcga_pan_can_atlas_2018	TCGA-BT-A42B-01	NA
blca_tcga_pan_can_atlas_2018	TCGA-BT-A42C-01	292.77
blca_tcga_pan_can_atlas_2018	TCGA-BT-A42E-01	42.2035
blca_tcga_pan_can_atlas_2018	TCGA-BT-A42F-01	135.996
blca_tcga_pan_can_atlas_2018	TCGA-C4-A0EZ-01	94.7223
blca_tcga_pan_can_atlas_2018	TCGA-C4-A0F0-01	5.3089
blca_tcga_pan_can_atlas_2018	TCGA-C4-A0F1-01	27.3349
blca_tcga_pan_can_atlas_2018	TCGA-C4-A0F6-01	29.4172
blca_tcga_pan_can_atlas_2018	TCGA-C4-A0F7-01	9.3699
blca_tcga_pan_can_atlas_2018	TCGA-CF-A1HR-01	1203.59
blca_tcga_pan_can_atlas_2018	TCGA-CF-A1HS-01	34.0705
blca_tcga_pan_can_atlas_2018	TCGA-CF-A27C-01	13.186
blca_tcga_pan_can_atlas_2018	TCGA-CF-A3MF-01	29.6689
blca_tcga_pan_can_atlas_2018	TCGA-CF-A3MG-01	163.981
blca_tcga_pan_can_atlas_2018	TCGA-CF-A3MH-01	52.6316
blca_tcga_pan_can_atlas_2018	TCGA-CF-A3MI-01	92.14
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47S-01	7.6453
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47T-01	9.0634
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47V-01	32.0427
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47W-01	1.4151
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47X-01	6.5265
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47Y-01	7.4584
blca_tcga_pan_can_atlas_2018	TCGA-CF-A5U8-01	2.1142
blca_tcga_pan_can_atlas_2018	TCGA-CF-A5UA-01	6.4612
blca_tcga_pan_can_atlas_2018	TCGA-CF-A7I0-01	185.953
blca_tcga_pan_can_atlas_2018	TCGA-CF-A8HX-01	26.862
blca_tcga_pan_can_atlas_2018	TCGA-CF-A8HY-01	2.045
blca_tcga_pan_can_atlas_2018	TCGA-CF-A9FF-01	235.683
blca_tcga_pan_can_atlas_2018	TCGA-CF-A9FH-01	22.4618
blca_tcga_pan_can_atlas_2018	TCGA-CF-A9FL-01	15.4061
blca_tcga_pan_can_atlas_2018	TCGA-CF-A9FM-01	12.0642
blca_tcga_pan_can_atlas_2018	TCGA-CU-A0YN-01	26.9206
blca_tcga_pan_can_atlas_2018	TCGA-CU-A0YO-01	75.3316
blca_tcga_pan_can_atlas_2018	TCGA-CU-A0YR-01	84.1584
blca_tcga_pan_can_atlas_2018	TCGA-CU-A3KJ-01	1655.66
blca_tcga_pan_can_atlas_2018	TCGA-CU-A3QU-01	19.0688
blca_tcga_pan_can_atlas_2018	TCGA-CU-A3YL-01	69.3023
blca_tcga_pan_can_atlas_2018	TCGA-CU-A5W6-01	301.259
blca_tcga_pan_can_atlas_2018	TCGA-CU-A72E-01	226.058
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1A3-01	163.364
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1A5-01	26.3827
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1A6-01	30.3362
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1A7-01	131.458
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1AA-01	26.9756
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1AB-01	80.7658
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1AC-01	15.7508
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1AD-01	25.8964
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1AE-01	11.1452
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1AF-01	73.6735
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1AG-01	12.1379
blca_tcga_pan_can_atlas_2018	TCGA-DK-A2HX-01	63.8298
blca_tcga_pan_can_atlas_2018	TCGA-DK-A2I1-01	23.3971
blca_tcga_pan_can_atlas_2018	TCGA-DK-A2I2-01	51.4104
blca_tcga_pan_can_atlas_2018	TCGA-DK-A2I4-01	116.028
blca_tcga_pan_can_atlas_2018	TCGA-DK-A2I6-01	115.033
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3IK-01	51.8701
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3IL-01	22.3104
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3IM-01	99.6234
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3IN-01	21.3084
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3IQ-01	54.8718
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3IS-01	19.7028
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3IT-01	42.9811
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3IU-01	45.0173
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3IV-01	142.187
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3WW-01	9.4877
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3WX-01	19.6127
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3WY-01	169.165
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3X1-01	29.746
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3X2-01	6.7372
blca_tcga_pan_can_atlas_2018	TCGA-DK-A6AV-01	20.9125
blca_tcga_pan_can_atlas_2018	TCGA-DK-A6AW-01	8.9499
blca_tcga_pan_can_atlas_2018	TCGA-DK-A6B0-01	3.3772
blca_tcga_pan_can_atlas_2018	TCGA-DK-A6B1-01	539.667
blca_tcga_pan_can_atlas_2018	TCGA-DK-A6B2-01	52.7638
blca_tcga_pan_can_atlas_2018	TCGA-DK-A6B5-01	179.867
blca_tcga_pan_can_atlas_2018	TCGA-DK-A6B6-01	69.4691
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA6L-01	221.47
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA6M-01	39.1194
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA6P-01	9.5787
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA6Q-01	9.354
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA6R-01	41.0159
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA6S-01	461.498
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA6T-01	136.574
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA6U-01	4.5541
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA6W-01	12.8816
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA6X-01	412.088
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA71-01	9.3168
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA74-01	129.646
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA75-01	10.0457
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA76-01	61.6218
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA77-01	71.8735
blca_tcga_pan_can_atlas_2018	TCGA-E5-A2PC-01	84.799
blca_tcga_pan_can_atlas_2018	TCGA-E5-A4TZ-01	32.3117
blca_tcga_pan_can_atlas_2018	TCGA-E5-A4U1-01	321.304
blca_tcga_pan_can_atlas_2018	TCGA-E7-A3X6-01	96.4059
blca_tcga_pan_can_atlas_2018	TCGA-E7-A3Y1-01	7.5935
blca_tcga_pan_can_atlas_2018	TCGA-E7-A4IJ-01	6.5789
blca_tcga_pan_can_atlas_2018	TCGA-E7-A4XJ-01	16.1084
blca_tcga_pan_can_atlas_2018	TCGA-E7-A519-01	24.1449
blca_tcga_pan_can_atlas_2018	TCGA-E7-A541-01	150.591
blca_tcga_pan_can_atlas_2018	TCGA-E7-A5KE-01	8.0169
blca_tcga_pan_can_atlas_2018	TCGA-E7-A5KF-01	14.902
blca_tcga_pan_can_atlas_2018	TCGA-E7-A677-01	61.1729
blca_tcga_pan_can_atlas_2018	TCGA-E7-A678-01	5.8708
blca_tcga_pan_can_atlas_2018	TCGA-E7-A6MD-01	39.196
blca_tcga_pan_can_atlas_2018	TCGA-E7-A6ME-01	78.4508
blca_tcga_pan_can_atlas_2018	TCGA-E7-A6MF-01	50.3515
blca_tcga_pan_can_atlas_2018	TCGA-E7-A7DU-01	7.0609
blca_tcga_pan_can_atlas_2018	TCGA-E7-A7DV-01	72.4993
blca_tcga_pan_can_atlas_2018	TCGA-E7-A7PW-01	15.14
blca_tcga_pan_can_atlas_2018	TCGA-E7-A7XN-01	18.2401
blca_tcga_pan_can_atlas_2018	TCGA-E7-A85H-01	191.657
blca_tcga_pan_can_atlas_2018	TCGA-E7-A8O7-01	31.2293
blca_tcga_pan_can_atlas_2018	TCGA-E7-A97P-01	58.2011
blca_tcga_pan_can_atlas_2018	TCGA-E7-A97Q-01	162.413
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3B3-01	60.6335
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3B4-01	50.0495
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3B5-01	17.6991
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3B6-01	96.463
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3B7-01	40.6472
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3B8-01	351.324
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3N5-01	76.929
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3N6-01	5.9254
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3NA-01	16.2575
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3SJ-01	25.1855
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3SL-01	61.1519
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3SM-01	129.304
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3SN-01	7.5522
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3SO-01	236.958
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3SP-01	138.74
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3SQ-01	589.556
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3SR-01	31.3335
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3SS-01	18.2131
blca_tcga_pan_can_atlas_2018	TCGA-FD-A43N-01	9.9681
blca_tcga_pan_can_atlas_2018	TCGA-FD-A43P-01	30.3658
blca_tcga_pan_can_atlas_2018	TCGA-FD-A43S-01	87.8896
blca_tcga_pan_can_atlas_2018	TCGA-FD-A43U-01	23.2369
blca_tcga_pan_can_atlas_2018	TCGA-FD-A43X-01	2.3539
blca_tcga_pan_can_atlas_2018	TCGA-FD-A43Y-01	24.1577
blca_tcga_pan_can_atlas_2018	TCGA-FD-A5BR-01	56.5937
blca_tcga_pan_can_atlas_2018	TCGA-FD-A5BS-01	78.4857
blca_tcga_pan_can_atlas_2018	TCGA-FD-A5BT-01	63.8596
blca_tcga_pan_can_atlas_2018	TCGA-FD-A5BU-01	97.496
blca_tcga_pan_can_atlas_2018	TCGA-FD-A5BV-01	71.5804
blca_tcga_pan_can_atlas_2018	TCGA-FD-A5BX-01	36.8421
blca_tcga_pan_can_atlas_2018	TCGA-FD-A5BY-01	488.196
blca_tcga_pan_can_atlas_2018	TCGA-FD-A5BZ-01	70.8431
blca_tcga_pan_can_atlas_2018	TCGA-FD-A5C0-01	23.7999
blca_tcga_pan_can_atlas_2018	TCGA-FD-A5C1-01	149.088
blca_tcga_pan_can_atlas_2018	TCGA-FD-A62N-01	94.7817
blca_tcga_pan_can_atlas_2018	TCGA-FD-A62O-01	103.009
blca_tcga_pan_can_atlas_2018	TCGA-FD-A62P-01	20.2048
blca_tcga_pan_can_atlas_2018	TCGA-FD-A62S-01	34.2037
blca_tcga_pan_can_atlas_2018	TCGA-FD-A6TA-01	76.4218
blca_tcga_pan_can_atlas_2018	TCGA-FD-A6TB-01	77.3419
blca_tcga_pan_can_atlas_2018	TCGA-FD-A6TC-01	17.6406
blca_tcga_pan_can_atlas_2018	TCGA-FD-A6TD-01	105.716
blca_tcga_pan_can_atlas_2018	TCGA-FD-A6TE-01	51.4196
blca_tcga_pan_can_atlas_2018	TCGA-FD-A6TF-01	68.4789
blca_tcga_pan_can_atlas_2018	TCGA-FD-A6TG-01	47.311
blca_tcga_pan_can_atlas_2018	TCGA-FD-A6TH-01	10.0633
blca_tcga_pan_can_atlas_2018	TCGA-FD-A6TI-01	400.499
blca_tcga_pan_can_atlas_2018	TCGA-FD-A6TK-01	723.253999999999
blca_tcga_pan_can_atlas_2018	TCGA-FJ-A3Z7-01	34.9265
blca_tcga_pan_can_atlas_2018	TCGA-FJ-A3Z9-01	10.5721
blca_tcga_pan_can_atlas_2018	TCGA-FJ-A3ZE-01	9.5163
blca_tcga_pan_can_atlas_2018	TCGA-FJ-A3ZF-01	72.5076
blca_tcga_pan_can_atlas_2018	TCGA-FJ-A871-01	2.5929
blca_tcga_pan_can_atlas_2018	TCGA-FT-A3EE-01	38.1048
blca_tcga_pan_can_atlas_2018	TCGA-FT-A61P-01	52.2682
blca_tcga_pan_can_atlas_2018	TCGA-G2-A2EC-01	165.113
blca_tcga_pan_can_atlas_2018	TCGA-G2-A2EF-01	15.9529
blca_tcga_pan_can_atlas_2018	TCGA-G2-A2EJ-01	74.0997
blca_tcga_pan_can_atlas_2018	TCGA-G2-A2EK-01	53.5781
blca_tcga_pan_can_atlas_2018	TCGA-G2-A2EL-01	17.1149
blca_tcga_pan_can_atlas_2018	TCGA-G2-A2EO-01	47.9615
blca_tcga_pan_can_atlas_2018	TCGA-G2-A2ES-01	17.2159
blca_tcga_pan_can_atlas_2018	TCGA-G2-A3IB-01	2.2693
blca_tcga_pan_can_atlas_2018	TCGA-G2-A3IE-01	40.1058
blca_tcga_pan_can_atlas_2018	TCGA-G2-A3VY-01	57.152
blca_tcga_pan_can_atlas_2018	TCGA-G2-AA3B-01	597.927
blca_tcga_pan_can_atlas_2018	TCGA-G2-AA3C-01	20.6929
blca_tcga_pan_can_atlas_2018	TCGA-G2-AA3D-01	14.1005
blca_tcga_pan_can_atlas_2018	TCGA-G2-AA3F-01	20.2706
blca_tcga_pan_can_atlas_2018	TCGA-GC-A3BM-01	32.7038
blca_tcga_pan_can_atlas_2018	TCGA-GC-A3I6-01	103.634
blca_tcga_pan_can_atlas_2018	TCGA-GC-A3OO-01	477.195
blca_tcga_pan_can_atlas_2018	TCGA-GC-A3RB-01	14.3052
blca_tcga_pan_can_atlas_2018	TCGA-GC-A3RC-01	36.0825
blca_tcga_pan_can_atlas_2018	TCGA-GC-A3RD-01	14.5914
blca_tcga_pan_can_atlas_2018	TCGA-GC-A3WC-01	401.028
blca_tcga_pan_can_atlas_2018	TCGA-GC-A3YS-01	49.6255
blca_tcga_pan_can_atlas_2018	TCGA-GC-A4ZW-01	245.235
blca_tcga_pan_can_atlas_2018	TCGA-GC-A6I1-01	264.953
blca_tcga_pan_can_atlas_2018	TCGA-GC-A6I3-01	5.3904
blca_tcga_pan_can_atlas_2018	TCGA-GD-A2C5-01	57.5827
blca_tcga_pan_can_atlas_2018	TCGA-GD-A3OP-01	296.048
blca_tcga_pan_can_atlas_2018	TCGA-GD-A3OQ-01	19.2554
blca_tcga_pan_can_atlas_2018	TCGA-GD-A3OS-01	28.7248
blca_tcga_pan_can_atlas_2018	TCGA-GD-A6C6-01	33.4955
blca_tcga_pan_can_atlas_2018	TCGA-GD-A76B-01	342.63
blca_tcga_pan_can_atlas_2018	TCGA-GU-A42P-01	32.6156
blca_tcga_pan_can_atlas_2018	TCGA-GU-A42Q-01	49.4641
blca_tcga_pan_can_atlas_2018	TCGA-GU-A42R-01	7.7657
blca_tcga_pan_can_atlas_2018	TCGA-GU-A762-01	40.664
blca_tcga_pan_can_atlas_2018	TCGA-GU-A763-01	1.623
blca_tcga_pan_can_atlas_2018	TCGA-GU-A764-01	28.3292
blca_tcga_pan_can_atlas_2018	TCGA-GU-A766-01	26.2597
blca_tcga_pan_can_atlas_2018	TCGA-GU-A767-01	40.8163
blca_tcga_pan_can_atlas_2018	TCGA-GU-AATO-01	125.023
blca_tcga_pan_can_atlas_2018	TCGA-GU-AATP-01	22.694
blca_tcga_pan_can_atlas_2018	TCGA-GU-AATQ-01	63.7916
blca_tcga_pan_can_atlas_2018	TCGA-GV-A3JV-01	1228.92
blca_tcga_pan_can_atlas_2018	TCGA-GV-A3JW-01	18.8353
blca_tcga_pan_can_atlas_2018	TCGA-GV-A3JX-01	89.8517
blca_tcga_pan_can_atlas_2018	TCGA-GV-A3JZ-01	13.1383
blca_tcga_pan_can_atlas_2018	TCGA-GV-A3QF-01	53.8672
blca_tcga_pan_can_atlas_2018	TCGA-GV-A3QG-01	71.592
blca_tcga_pan_can_atlas_2018	TCGA-GV-A3QH-01	14.3728
blca_tcga_pan_can_atlas_2018	TCGA-GV-A3QI-01	112.912
blca_tcga_pan_can_atlas_2018	TCGA-GV-A3QK-01	25.5159
blca_tcga_pan_can_atlas_2018	TCGA-GV-A40E-01	9.6259
