shortest_path	target_node
>KRAS>ELAVL1>ANXA7>SP110	SP110
>KRAS>EEF1A1>TTR>SP110	SP110
>KRAS>UBC>TSC22D1>SP110	SP110
>KRAS>UBC>NAP1L2>SP110	SP110
>KRAS>UBC>NDUFV2>SP110	SP110
>KRAS>UBC>RUNX3>SP110	SP110
>KRAS>UBC>CEBPA>SP110	SP110
>KRAS>HDAC1>CEBPA>SP110	SP110
>KRAS>ELAVL1>CEBPA>SP110	SP110
>KRAS>HNRNPC>CEBPA>SP110	SP110
>KRAS>UBC>SERPINB12	SERPINB12
>KRAS>PIK3CA>GRB2>PTPN18	PTPN18
>KRAS>DNAJA3>GRB2>PTPN18	PTPN18
>KRAS>CCT7>GRB2>PTPN18	PTPN18
>KRAS>APP>GRB2>PTPN18	PTPN18
>KRAS>UBC>GRB2>PTPN18	PTPN18
>KRAS>PIK3R2>GRB2>PTPN18	PTPN18
>KRAS>ELAVL1>GRB2>PTPN18	PTPN18
>KRAS>HNRNPC>GRB2>PTPN18	PTPN18
>KRAS>ELAVL1>KIAA0240	KIAA0240
>KRAS>UBC>NRD1>COBLL1	COBLL1
>KRAS>HDAC3>NRD1>COBLL1	COBLL1
>KRAS>UBC>MYOD1	MYOD1
>KRAS>PHB>MYOD1	MYOD1
>KRAS>HDAC1>MYOD1	MYOD1
>KRAS>SIRT1>MYOD1	MYOD1
>KRAS>UBC>TNFAIP2	TNFAIP2
>KRAS>UBC>FAM22A	FAM22A
>KRAS>APP>CENPB>TAC1>TAC4	TAC4
>KRAS>UBC>CENPB>TAC1>TAC4	TAC4
>KRAS>UBC>XRCC6>TAC1>TAC4	TAC4
>KRAS>UBC>BAG6>TAC1>TAC4	TAC4
>KRAS>SIRT1>LAMA3	LAMA3
>KRAS>CCT7>CEBPE>TBX2	TBX2
>KRAS>UBC>LZTR1>TBX2	TBX2
>KRAS>SHOC2>MYC>MLH3	MLH3
>KRAS>RAF1>MYC>MLH3	MLH3
>KRAS>DNAJA3>MYC>MLH3	MLH3
>KRAS>UBC>MYC>MLH3	MLH3
>KRAS>HDAC1>MYC>MLH3	MLH3
>KRAS>HDAC3>MYC>MLH3	MLH3
>KRAS>CALM1>MYC>MLH3	MLH3
>KRAS>MAPK1>MYC>MLH3	MLH3
>KRAS>ELAVL1>MYC>MLH3	MLH3
>KRAS>HNRNPC>MYC>MLH3	MLH3
>KRAS>RAF1>AR>MLH3	MLH3
>KRAS>UBC>AR>MLH3	MLH3
>KRAS>PHB>AR>MLH3	MLH3
>KRAS>HDAC1>AR>MLH3	MLH3
>KRAS>HDAC3>AR>MLH3	MLH3
>KRAS>CALM1>AR>MLH3	MLH3
>KRAS>MAPK1>AR>MLH3	MLH3
>KRAS>SIRT1>AR>MLH3	MLH3
>KRAS>UBC>MSH4>MLH3	MLH3
>KRAS>UBC>MLH1>MLH3	MLH3
>KRAS>DDX47>MLH1>MLH3	MLH3
>KRAS>UBC>FAN1>MLH3	MLH3
>KRAS>APP>CCND3	CCND3
>KRAS>UBC>CCND3	CCND3
>KRAS>UBC>LRRC8A	LRRC8A
>KRAS>ELAVL1>LRRC8A	LRRC8A
>KRAS>UBC>HYDIN2	HYDIN2
>KRAS>UBC>TMEM38B	TMEM38B
>KRAS>ELAVL1>TMEM38B	TMEM38B
>KRAS>UBC>SELRC1	SELRC1
>KRAS>CCT7>BAG3>AKR7A3	AKR7A3
>KRAS>UBC>BAG3>AKR7A3	AKR7A3
>KRAS>UBC>TERF2IP>AKR7A3	AKR7A3
>KRAS>UBC>AKR7A2>AKR7A3	AKR7A3
>KRAS>APP>LLPH	LLPH
>KRAS>UBC>MYH14	MYH14
>KRAS>PIK3R2>MYH14	MYH14
>KRAS>DNAJA3>KDM1A>CCDC74A	CCDC74A
>KRAS>PDE4DIP>KDM1A>CCDC74A	CCDC74A
>KRAS>UBC>KDM1A>CCDC74A	CCDC74A
>KRAS>HDAC1>KDM1A>CCDC74A	CCDC74A
>KRAS>HDAC3>KDM1A>CCDC74A	CCDC74A
>KRAS>RASSF2>KDM1A>CCDC74A	CCDC74A
>KRAS>PIK3CA>SMAD3>SS18L1	SS18L1
>KRAS>APP>SMAD3>SS18L1	SS18L1
>KRAS>UBC>SMAD3>SS18L1	SS18L1
>KRAS>HDAC1>SMAD3>SS18L1	SS18L1
>KRAS>MAPK1>SMAD3>SS18L1	SS18L1
>KRAS>DNAJA3>CUL3>SS18L1	SS18L1
>KRAS>CCT7>CUL3>SS18L1	SS18L1
>KRAS>EEF1A1>CUL3>SS18L1	SS18L1
>KRAS>APP>CUL3>SS18L1	SS18L1
>KRAS>UBC>CUL3>SS18L1	SS18L1
>KRAS>PHB>CUL3>SS18L1	SS18L1
>KRAS>PIK3R2>CUL3>SS18L1	SS18L1
>KRAS>CALM1>CUL3>SS18L1	SS18L1
>KRAS>ELAVL1>CUL3>SS18L1	SS18L1
>KRAS>HNRNPC>CUL3>SS18L1	SS18L1
>KRAS>DDX50>CUL3>SS18L1	SS18L1
>KRAS>IGSF21>ATF3>SS18L1	SS18L1
>KRAS>UBC>ATF3>SS18L1	SS18L1
>KRAS>HDAC1>ATF3>SS18L1	SS18L1
>KRAS>HDAC3>ATF3>SS18L1	SS18L1
>KRAS>APP>SMAD1>SS18L1	SS18L1
>KRAS>UBC>SMAD1>SS18L1	SS18L1
>KRAS>HDAC1>SMAD1>SS18L1	SS18L1
>KRAS>MAPK1>SMAD1>SS18L1	SS18L1
>KRAS>APP>TAF9B>SS18L1	SS18L1
>KRAS>UBC>TAF9B>SS18L1	SS18L1
>KRAS>APP>HDAC4>SS18L1	SS18L1
>KRAS>HDAC3>HDAC4>SS18L1	SS18L1
>KRAS>MAPK1>HDAC4>SS18L1	SS18L1
>KRAS>ELAVL1>HDAC4>SS18L1	SS18L1
>KRAS>SIRT1>HDAC4>SS18L1	SS18L1
>KRAS>APP>MED30>SS18L1	SS18L1
>KRAS>UBC>MED30>SS18L1	SS18L1
>KRAS>APP>NR1H3>SS18L1	SS18L1
>KRAS>UBC>NR1H3>SS18L1	SS18L1
>KRAS>SIRT1>NR1H3>SS18L1	SS18L1
>KRAS>APP>SKA3>SS18L1	SS18L1
>KRAS>UBC>SKA3>SS18L1	SS18L1
>KRAS>UBC>RLIM>SS18L1	SS18L1
>KRAS>UBC>SF3B4>SS18L1	SS18L1
>KRAS>UBC>USP30>SS18L1	SS18L1
>KRAS>UBC>HDAC2>SS18L1	SS18L1
>KRAS>HDAC1>HDAC2>SS18L1	SS18L1
>KRAS>ELAVL1>HDAC2>SS18L1	SS18L1
>KRAS>SIRT1>HDAC2>SS18L1	SS18L1
>KRAS>UBC>WHSC1L1>SS18L1	SS18L1
>KRAS>UBC>SMARCA4>SS18L1	SS18L1
>KRAS>PHB>SMARCA4>SS18L1	SS18L1
>KRAS>HDAC1>SMARCA4>SS18L1	SS18L1
>KRAS>HDAC3>SMARCA4>SS18L1	SS18L1
>KRAS>HNRNPC>SMARCA4>SS18L1	SS18L1
>KRAS>UBC>BRD1>SS18L1	SS18L1
>KRAS>UBC>PCGF6>SS18L1	SS18L1
>KRAS>HDAC1>PCGF6>SS18L1	SS18L1
>KRAS>ELAVL1>PCGF6>SS18L1	SS18L1
>KRAS>UBC>EP300>SS18L1	SS18L1
>KRAS>HDAC1>EP300>SS18L1	SS18L1
>KRAS>HDAC3>EP300>SS18L1	SS18L1
>KRAS>MAPK1>EP300>SS18L1	SS18L1
>KRAS>SIRT1>EP300>SS18L1	SS18L1
>KRAS>UBC>TCF7>SS18L1	SS18L1
>KRAS>UBC>CREBBP>SS18L1	SS18L1
>KRAS>HDAC1>CREBBP>SS18L1	SS18L1
>KRAS>HDAC3>CREBBP>SS18L1	SS18L1
>KRAS>ELAVL1>CREBBP>SS18L1	SS18L1
>KRAS>UBC>STAT3>SS18L1	SS18L1
>KRAS>HDAC1>STAT3>SS18L1	SS18L1
>KRAS>HDAC3>STAT3>SS18L1	SS18L1
>KRAS>MAPK1>STAT3>SS18L1	SS18L1
>KRAS>ELAVL1>STAT3>SS18L1	SS18L1
>KRAS>SIRT1>STAT3>SS18L1	SS18L1
>KRAS>UBC>AATF>SS18L1	SS18L1
>KRAS>HDAC1>GATAD1>SS18L1	SS18L1
>KRAS>SIRT1>GATAD1>SS18L1	SS18L1
>KRAS>HDAC3>ANKRD22>SS18L1	SS18L1
>KRAS>EEF1A1>POLE2	POLE2
>KRAS>UBC>POLE2	POLE2
>KRAS>UBC>ANKH	ANKH
>KRAS>UBC>RNF7	RNF7
>KRAS>APP>NSRP1	NSRP1
>KRAS>PDE4DIP>TNIK>PPM1E	PPM1E
>KRAS>UBC>TNIK>PPM1E	PPM1E
>KRAS>UBC>ARHGEF7>PPM1E	PPM1E
>KRAS>CALM1>ARHGEF7>PPM1E	PPM1E
>KRAS>UBC>APOBEC3B	APOBEC3B
>KRAS>UBC>DYM	DYM
>KRAS>UBC>COX7B	COX7B
>KRAS>UBC>KIAA1671	KIAA1671
>KRAS>UBC>CEP170	CEP170
>KRAS>EEF1A1>RPL24>OXR1	OXR1
>KRAS>UBC>RPL24>OXR1	OXR1
>KRAS>EEF1A1>LIG4>OXR1	OXR1
>KRAS>APP>GTF2E1>OXR1	OXR1
>KRAS>UBC>GTF2E1>OXR1	OXR1
>KRAS>ELAVL1>GTF2E1>OXR1	OXR1
>KRAS>APP>VPS35>OXR1	OXR1
>KRAS>UBC>VPS35>OXR1	OXR1
>KRAS>ELAVL1>VPS35>OXR1	OXR1
>KRAS>UBC>NMI>OXR1	OXR1
>KRAS>UBC>TOLLIP>OXR1	OXR1
>KRAS>ELAVL1>TOLLIP>OXR1	OXR1
>KRAS>UBC>THRA>SEPP1	SEPP1
>KRAS>HDAC3>THRA>SEPP1	SEPP1
>KRAS>UBC>EP300>SEPP1	SEPP1
>KRAS>HDAC1>EP300>SEPP1	SEPP1
>KRAS>HDAC3>EP300>SEPP1	SEPP1
>KRAS>MAPK1>EP300>SEPP1	SEPP1
>KRAS>SIRT1>EP300>SEPP1	SEPP1
>KRAS>UBC>HAS3	HAS3
>KRAS>UBC>PPAT	PPAT
>KRAS>ELAVL1>SSH2	SSH2
>KRAS>CCT7>CSNK1E>SNX22>B3GALT2	B3GALT2
>KRAS>APP>CSNK1E>SNX22>B3GALT2	B3GALT2
>KRAS>UBC>CSNK1E>SNX22>B3GALT2	B3GALT2
>KRAS>HDAC1>CSNK1E>SNX22>B3GALT2	B3GALT2
>KRAS>CALM1>CSNK1E>SNX22>B3GALT2	B3GALT2
>KRAS>ELAVL1>CSNK1E>SNX22>B3GALT2	B3GALT2
>KRAS>SIRT1>CSNK1E>SNX22>B3GALT2	B3GALT2
>KRAS>UBC>CSNK1A1>SNX22>B3GALT2	B3GALT2
>KRAS>ELAVL1>CSNK1A1>SNX22>B3GALT2	B3GALT2
>KRAS>HNRNPC>CSNK1A1>SNX22>B3GALT2	B3GALT2
>KRAS>UBC>POT1>SNX22>B3GALT2	B3GALT2
>KRAS>UBC>DLG4>SNX22>B3GALT2	B3GALT2
>KRAS>MAPK1>DLG4>SNX22>B3GALT2	B3GALT2
>KRAS>ELAVL1>DLG4>SNX22>B3GALT2	B3GALT2
>KRAS>UBC>TERF2>SNX22>B3GALT2	B3GALT2
>KRAS>ELAVL1>TERF2>SNX22>B3GALT2	B3GALT2
>KRAS>UBC>DVL3>SNX22>B3GALT2	B3GALT2
>KRAS>UBC>ARAF	ARAF
>KRAS>UBC>ZNF358	ZNF358
>KRAS>UBC>MRPL44	MRPL44
>KRAS>UBC>RNF145	RNF145
>KRAS>UBC>MYO3B	MYO3B
>KRAS>EEF1A1>SUMO1	SUMO1
>KRAS>APP>SUMO1	SUMO1
>KRAS>UBC>SUMO1	SUMO1
>KRAS>HDAC1>SUMO1	SUMO1
>KRAS>ELAVL1>SUMO1	SUMO1
>KRAS>HNRNPC>SUMO1	SUMO1
>KRAS>DDX47>SUMO1	SUMO1
>KRAS>UBC>PDE10A	PDE10A
>KRAS>DNAJA3>EGFR>CLNK	CLNK
>KRAS>EEF1A1>EGFR>CLNK	CLNK
>KRAS>UBC>EGFR>CLNK	CLNK
>KRAS>PIK3R2>EGFR>CLNK	CLNK
>KRAS>UBC>ERBB2>CLNK	CLNK
>KRAS>PIK3R2>ERBB2>CLNK	CLNK
>KRAS>UBC>ZNF611	ZNF611
>KRAS>UBC>RG9MTD1	RG9MTD1
>KRAS>UBC>DNM1	DNM1
>KRAS>UBC>SYTL4	SYTL4
>KRAS>APP>CALCOCO1>CRYBA2	CRYBA2
>KRAS>UBC>TRIP13>CRYBA2	CRYBA2
>KRAS>UBC>EXOSC6	EXOSC6
>KRAS>ELAVL1>EXOSC6	EXOSC6
>KRAS>CCT7>KAT5>EFNA1	EFNA1
>KRAS>APP>KAT5>EFNA1	EFNA1
>KRAS>UBC>KAT5>EFNA1	EFNA1
>KRAS>RGL2>KAT5>EFNA1	EFNA1
>KRAS>HDAC1>KAT5>EFNA1	EFNA1
>KRAS>HDAC3>KAT5>EFNA1	EFNA1
>KRAS>SIRT1>KAT5>EFNA1	EFNA1
>KRAS>CCT7>EEF1G>EFNA1	EFNA1
>KRAS>EEF1A1>EEF1G>EFNA1	EFNA1
>KRAS>UBC>EEF1G>EFNA1	EFNA1
>KRAS>RGL2>EEF1G>EFNA1	EFNA1
>KRAS>SIRT1>EEF1G>EFNA1	EFNA1
>KRAS>UBC>EPHA4>EFNA1	EFNA1
>KRAS>UBC>XRCC6>EFNA1	EFNA1
>KRAS>UBC>TGFBR1>EFNA1	EFNA1
>KRAS>PIK3R2>TGFBR1>EFNA1	EFNA1
>KRAS>ELAVL1>TGFBR1>EFNA1	EFNA1
>KRAS>UBC>RBM22	RBM22
>KRAS>EEF1A1>CAND1>COL19A1	COL19A1
>KRAS>UBC>CAND1>COL19A1	COL19A1
>KRAS>ELAVL1>CAND1>COL19A1	COL19A1
>KRAS>HNRNPC>CAND1>COL19A1	COL19A1
>KRAS>DDX50>CAND1>COL19A1	COL19A1
>KRAS>DDX47>CAND1>COL19A1	COL19A1
>KRAS>CCT7>PRKAA1>EMILIN1	EMILIN1
>KRAS>UBC>PRKAA1>EMILIN1	EMILIN1
>KRAS>HDAC1>PRKAA1>EMILIN1	EMILIN1
>KRAS>ELAVL1>PRKAA1>EMILIN1	EMILIN1
>KRAS>UBC>DCTN2>EMILIN1	EMILIN1
>KRAS>CALM1>DCTN2>EMILIN1	EMILIN1
>KRAS>UBC>NUMA1>EMILIN1	EMILIN1
>KRAS>UBC>MTMR9>EMILIN1	EMILIN1
>KRAS>ELAVL1>MTMR9>EMILIN1	EMILIN1
>KRAS>UBC>CDC23>EMILIN1	EMILIN1
>KRAS>ELAVL1>CDC23>EMILIN1	EMILIN1
>KRAS>UBC>NMI>EMILIN1	EMILIN1
>KRAS>UBC>FZR1>EMILIN1	EMILIN1
>KRAS>UBC>CDC27>EMILIN1	EMILIN1
>KRAS>CALM1>DYNC1I1>EMILIN1	EMILIN1
>KRAS>UBC>TMEM2	TMEM2
>KRAS>ELAVL1>TMEM2	TMEM2
>KRAS>PIK3CA>GRB2>APCS	APCS
>KRAS>DNAJA3>GRB2>APCS	APCS
>KRAS>CCT7>GRB2>APCS	APCS
>KRAS>APP>GRB2>APCS	APCS
>KRAS>UBC>GRB2>APCS	APCS
>KRAS>PIK3R2>GRB2>APCS	APCS
>KRAS>ELAVL1>GRB2>APCS	APCS
>KRAS>HNRNPC>GRB2>APCS	APCS
>KRAS>EEF1A1>COPS5>APCS	APCS
>KRAS>APP>COPS5>APCS	APCS
>KRAS>UBC>COPS5>APCS	APCS
>KRAS>ELAVL1>COPS5>APCS	APCS
>KRAS>HNRNPC>COPS5>APCS	APCS
>KRAS>APP>FCGR3A>APCS	APCS
>KRAS>UBC>GOT2>APCS	APCS
>KRAS>UBC>HES1>APCS	APCS
>KRAS>HDAC1>HES1>APCS	APCS
>KRAS>ELAVL1>HES1>APCS	APCS
>KRAS>SIRT1>HES1>APCS	APCS
>KRAS>UBC>CALU>APCS	APCS
>KRAS>UBC>GK>APCS	APCS
>KRAS>UBC>FN1>APCS	APCS
>KRAS>MAPK1>CRP>APCS	APCS
>KRAS>UBC>NAP1L1	NAP1L1
>KRAS>ELAVL1>NAP1L1	NAP1L1
>KRAS>UBC>MBOAT7	MBOAT7
>KRAS>PDE4DIP>PFDN1>CCDC85A	CCDC85A
>KRAS>UBC>PFDN1>CCDC85A	CCDC85A
>KRAS>PDE4DIP>NEK2>CCDC85A	CCDC85A
>KRAS>UBC>NEK2>CCDC85A	CCDC85A
>KRAS>MAPK1>NEK2>CCDC85A	CCDC85A
>KRAS>EEF1A1>STMN2>CCDC85A	CCDC85A
>KRAS>UBC>STMN2>CCDC85A	CCDC85A
>KRAS>APP>NAPA	NAPA
>KRAS>UBC>NAPA	NAPA
>KRAS>CALM1>NAPA	NAPA
>KRAS>UBC>FASTKD1	FASTKD1
>KRAS>UBC>ADRBK2	ADRBK2
>KRAS>UBC>SDR16C5	SDR16C5
>KRAS>PIK3CA>SQSTM1>SHANK1	SHANK1
>KRAS>UBC>SQSTM1>SHANK1	SHANK1
>KRAS>CALM1>SQSTM1>SHANK1	SHANK1
>KRAS>MAPK1>SQSTM1>SHANK1	SHANK1
>KRAS>PIK3CA>STAT1>SHANK1	SHANK1
>KRAS>UBC>STAT1>SHANK1	SHANK1
>KRAS>HDAC1>STAT1>SHANK1	SHANK1
>KRAS>HDAC3>STAT1>SHANK1	SHANK1
>KRAS>EPB42>SPTAN1>SHANK1	SHANK1
>KRAS>UBC>SPTAN1>SHANK1	SHANK1
>KRAS>CCT7>DNM2>SHANK1	SHANK1
>KRAS>APP>DNM2>SHANK1	SHANK1
>KRAS>UBC>DNM2>SHANK1	SHANK1
>KRAS>APP>BAIAP2>SHANK1	SHANK1
>KRAS>UBC>BAIAP2>SHANK1	SHANK1
>KRAS>APP>SSTR2>SHANK1	SHANK1
>KRAS>ELAVL1>SSTR2>SHANK1	SHANK1
>KRAS>UBC>LPHN2>SHANK1	SHANK1
>KRAS>HDAC1>LPHN2>SHANK1	SHANK1
>KRAS>UBC>LPHN1>SHANK1	SHANK1
>KRAS>ELAVL1>LPHN1>SHANK1	SHANK1
>KRAS>UBC>DLG4>SHANK1	SHANK1
>KRAS>MAPK1>DLG4>SHANK1	SHANK1
>KRAS>ELAVL1>DLG4>SHANK1	SHANK1
>KRAS>UBC>DLGAP1>SHANK1	SHANK1
>KRAS>UBC>SHARPIN>SHANK1	SHANK1
>KRAS>UBC>ARHGEF7>SHANK1	SHANK1
>KRAS>CALM1>ARHGEF7>SHANK1	SHANK1
>KRAS>UBC>CPAMD8	CPAMD8
>KRAS>UBC>NEIL2	NEIL2
>KRAS>ELAVL1>NEIL2	NEIL2
>KRAS>UBC>ZNF282	ZNF282
>KRAS>PIK3CG>ZNF282	ZNF282
>KRAS>UBC>CD83	CD83
>KRAS>RAF1>SRC>PTPN21	PTPN21
>KRAS>UBC>SRC>PTPN21	PTPN21
>KRAS>HDAC3>SRC>PTPN21	PTPN21
>KRAS>EGLN1>SRC>PTPN21	PTPN21
>KRAS>APP>BMX>PTPN21	PTPN21
>KRAS>UBC>BMX>PTPN21	PTPN21
>KRAS>HDAC1>BMX>PTPN21	PTPN21
>KRAS>UBC>KIF1C>PTPN21	PTPN21
>KRAS>DNAJA3>ICT1>MTERF	MTERF
>KRAS>APP>ICT1>MTERF	MTERF
>KRAS>UBC>ICT1>MTERF	MTERF
>KRAS>PHB>ICT1>MTERF	MTERF
>KRAS>UBC>HMGB1>HOXD11	HOXD11
>KRAS>UBC>BAK1	BAK1
>KRAS>APP>PNPO	PNPO
>KRAS>UBC>PNPO	PNPO
>KRAS>ELAVL1>PNPO	PNPO
>KRAS>UBC>CNIH4	CNIH4
>KRAS>UBC>DNAJC3	DNAJC3
>KRAS>APP>ANKS6	ANKS6
>KRAS>UBC>SIRT3>FERMT1	FERMT1
>KRAS>APP>TAF9B	TAF9B
>KRAS>UBC>TAF9B	TAF9B
>KRAS>APP>CLU>C9	C9
>KRAS>UBC>CLU>C9	C9
>KRAS>UBC>CD59>C9	C9
>KRAS>UBC>FN1>C9	C9
>KRAS>UBC>PARP10	PARP10
>KRAS>UBC>EPB41L3>UNC13A	UNC13A
>KRAS>ELAVL1>EPB41L3>UNC13A	UNC13A
>KRAS>UBC>BSN>UNC13A	UNC13A
>KRAS>UBC>ERC2>UNC13A	UNC13A
>KRAS>UBC>FBXO45>UNC13A	UNC13A
>KRAS>EEF1A1>NPM1>DZIP1	DZIP1
>KRAS>APP>NPM1>DZIP1	DZIP1
>KRAS>UBC>NPM1>DZIP1	DZIP1
>KRAS>PHB>NPM1>DZIP1	DZIP1
>KRAS>HDAC1>NPM1>DZIP1	DZIP1
>KRAS>SIRT1>NPM1>DZIP1	DZIP1
>KRAS>UBC>DAZ1>DZIP1	DZIP1
>KRAS>APP>ATF4>MAFB	MAFB
>KRAS>UBC>ATF4>MAFB	MAFB
>KRAS>APP>FOS>MAFB	MAFB
>KRAS>UBC>FOS>MAFB	MAFB
>KRAS>MAPK1>FOS>MAFB	MAFB
>KRAS>SIRT1>FOS>MAFB	MAFB
>KRAS>APP>ZWINT>MAFB	MAFB
>KRAS>UBC>ZWINT>MAFB	MAFB
>KRAS>UBC>FOSL1>MAFB	MAFB
>KRAS>HDAC1>FOSL1>MAFB	MAFB
>KRAS>UBC>ZDHHC2>MAFB	MAFB
>KRAS>UBC>DDB1>MAFB	MAFB
>KRAS>UBC>IRF3>MAFB	MAFB
>KRAS>HDAC3>IRF3>MAFB	MAFB
>KRAS>UBC>IRF7>MAFB	MAFB
>KRAS>UBC>IKBKE>MAFB	MAFB
>KRAS>UBC>BACH1>MAFB	MAFB
>KRAS>HDAC1>BACH1>MAFB	MAFB
>KRAS>PIK3CA>SQSTM1>MAP1LC3C	MAP1LC3C
>KRAS>UBC>SQSTM1>MAP1LC3C	MAP1LC3C
>KRAS>CALM1>SQSTM1>MAP1LC3C	MAP1LC3C
>KRAS>MAPK1>SQSTM1>MAP1LC3C	MAP1LC3C
>KRAS>CCT7>ATG16L1>MAP1LC3C	MAP1LC3C
>KRAS>APP>ATG16L1>MAP1LC3C	MAP1LC3C
>KRAS>UBC>ATG16L1>MAP1LC3C	MAP1LC3C
>KRAS>ELAVL1>ATG16L1>MAP1LC3C	MAP1LC3C
>KRAS>APP>GABARAPL2>MAP1LC3C	MAP1LC3C
>KRAS>UBC>GABARAPL2>MAP1LC3C	MAP1LC3C
>KRAS>ELAVL1>GABARAPL2>MAP1LC3C	MAP1LC3C
>KRAS>APP>ATG13>MAP1LC3C	MAP1LC3C
>KRAS>UBC>ATG13>MAP1LC3C	MAP1LC3C
>KRAS>APP>ATG7>MAP1LC3C	MAP1LC3C
>KRAS>UBC>ATG7>MAP1LC3C	MAP1LC3C
>KRAS>SIRT1>ATG7>MAP1LC3C	MAP1LC3C
>KRAS>UBC>SF3A1>MAP1LC3C	MAP1LC3C
>KRAS>HDAC1>SF3A1>MAP1LC3C	MAP1LC3C
>KRAS>HDAC3>SF3A1>MAP1LC3C	MAP1LC3C
>KRAS>HNRNPC>SF3A1>MAP1LC3C	MAP1LC3C
>KRAS>SIRT1>SF3A1>MAP1LC3C	MAP1LC3C
>KRAS>UBC>GABARAP>MAP1LC3C	MAP1LC3C
>KRAS>UBC>ATG5>MAP1LC3C	MAP1LC3C
>KRAS>ELAVL1>ATG5>MAP1LC3C	MAP1LC3C
>KRAS>SIRT1>ATG5>MAP1LC3C	MAP1LC3C
>KRAS>UBC>TFCP2>MAP1LC3C	MAP1LC3C
>KRAS>HDAC1>TFCP2>MAP1LC3C	MAP1LC3C
>KRAS>MAPK1>TFCP2>MAP1LC3C	MAP1LC3C
>KRAS>UBC>PIK3R4>MAP1LC3C	MAP1LC3C
>KRAS>UBC>ATG3>MAP1LC3C	MAP1LC3C
>KRAS>UBC>PIK3C3>MAP1LC3C	MAP1LC3C
>KRAS>HDAC1>PIK3C3>MAP1LC3C	MAP1LC3C
>KRAS>UBC>RB1CC1>MAP1LC3C	MAP1LC3C
>KRAS>UBC>ULK1>MAP1LC3C	MAP1LC3C
>KRAS>HDAC1>ULK1>MAP1LC3C	MAP1LC3C
>KRAS>UBC>CALCOCO2>MAP1LC3C	MAP1LC3C
>KRAS>UBC>USP11>MAP1LC3C	MAP1LC3C
>KRAS>UBC>NBR1>MAP1LC3C	MAP1LC3C
>KRAS>CALM1>NBR1>MAP1LC3C	MAP1LC3C
>KRAS>RAF1>HSP90AA1>MMP2>TIMP4	TIMP4
>KRAS>DNAJA3>HSP90AA1>MMP2>TIMP4	TIMP4
>KRAS>EEF1A1>HSP90AA1>MMP2>TIMP4	TIMP4
>KRAS>APP>HSP90AA1>MMP2>TIMP4	TIMP4
>KRAS>UBC>HSP90AA1>MMP2>TIMP4	TIMP4
>KRAS>CALM1>HSP90AA1>MMP2>TIMP4	TIMP4
>KRAS>SIRT1>HSP90AA1>MMP2>TIMP4	TIMP4
>KRAS>EEF1A1>CAND1>MMP2>TIMP4	TIMP4
>KRAS>UBC>CAND1>MMP2>TIMP4	TIMP4
>KRAS>ELAVL1>CAND1>MMP2>TIMP4	TIMP4
>KRAS>HNRNPC>CAND1>MMP2>TIMP4	TIMP4
>KRAS>DDX50>CAND1>MMP2>TIMP4	TIMP4
>KRAS>DDX47>CAND1>MMP2>TIMP4	TIMP4
>KRAS>APP>A2M>MMP2>TIMP4	TIMP4
>KRAS>APP>USP12>MMP2>TIMP4	TIMP4
>KRAS>UBC>ITGB1>MMP2>TIMP4	TIMP4
>KRAS>ELAVL1>ITGB1>MMP2>TIMP4	TIMP4
>KRAS>UBC>ITGAV>MMP2>TIMP4	TIMP4
>KRAS>UBC>OSBPL10>MMP2>TIMP4	TIMP4
>KRAS>UBC>COL1A1>MMP2>TIMP4	TIMP4
>KRAS>ELAVL1>COL1A1>MMP2>TIMP4	TIMP4
>KRAS>UBC>THBS1>MMP2>TIMP4	TIMP4
>KRAS>ELAVL1>THBS1>MMP2>TIMP4	TIMP4
>KRAS>UBC>TGFB1>MMP2>TIMP4	TIMP4
>KRAS>ELAVL1>CCL7>MMP2>TIMP4	TIMP4
>KRAS>HDAC3>DHH	DHH
>KRAS>UBC>NEFM	NEFM
>KRAS>HDAC1>NEFM	NEFM
>KRAS>APP>SRSF3	SRSF3
>KRAS>UBC>SRSF3	SRSF3
>KRAS>ELAVL1>SRSF3	SRSF3
>KRAS>UBC>L3MBTL1	L3MBTL1
>KRAS>APP>MAST1>RNLS	RNLS
>KRAS>UBC>MAST1>RNLS	RNLS
>KRAS>ELAVL1>PANK1	PANK1
>KRAS>EEF1A1>SMAD4>DLX1	DLX1
>KRAS>UBC>SMAD4>DLX1	DLX1
>KRAS>HDAC1>SMAD4>DLX1	DLX1
>KRAS>UBC>OTUD3	OTUD3
>KRAS>UBC>PAPOLA	PAPOLA
>KRAS>HDAC1>PAPOLA	PAPOLA
>KRAS>HDAC3>PAPOLA	PAPOLA
>KRAS>ELAVL1>PAPOLA	PAPOLA
>KRAS>SIRT1>PAPOLA	PAPOLA
>KRAS>UBC>TMEM214	TMEM214
>KRAS>RAF1>PPP1CC>ACAD8	ACAD8
>KRAS>APP>PPP1CC>ACAD8	ACAD8
>KRAS>UBC>PPP1CC>ACAD8	ACAD8
>KRAS>HDAC1>PPP1CC>ACAD8	ACAD8
>KRAS>CALM1>PPP1CC>ACAD8	ACAD8
>KRAS>MAPK1>PPP1CC>ACAD8	ACAD8
>KRAS>ELAVL1>PPP1CC>ACAD8	ACAD8
>KRAS>PDE4DIP>NEK2>ACAD8	ACAD8
>KRAS>UBC>NEK2>ACAD8	ACAD8
>KRAS>MAPK1>NEK2>ACAD8	ACAD8
