shortest_path	target_node
>KRAS>UBC>TXN2	TXN2
>KRAS>UBC>NAA38>IL28RA	IL28RA
>KRAS>UBC>RANBP10>THSD7B	THSD7B
>KRAS>APP>PLSCR1	PLSCR1
>KRAS>UBC>PLSCR1	PLSCR1
>KRAS>APP>AGFG1	AGFG1
>KRAS>UBC>AGFG1	AGFG1
>KRAS>PIK3CA>GNAQ>RIC8B	RIC8B
>KRAS>UBC>GNAQ>RIC8B	RIC8B
>KRAS>UBC>LRP1>RIC8B	RIC8B
>KRAS>UBC>GNAS>RIC8B	RIC8B
>KRAS>CALM1>GNAS>RIC8B	RIC8B
>KRAS>UBC	UBC
>KRAS>APP>CCDC115	CCDC115
>KRAS>UBC>CCDC115	CCDC115
>KRAS>UBC>NFS1	NFS1
>KRAS>UBC>CPVL	CPVL
>KRAS>UBC>LYZ	LYZ
>KRAS>UBC>KRT8>QRSL1	QRSL1
>KRAS>MAPK1>KRT8>QRSL1	QRSL1
>KRAS>UBC>XRCC6>QRSL1	QRSL1
>KRAS>SIRT1>SERPINB4	SERPINB4
>KRAS>UBC>SEC62	SEC62
>KRAS>UBC>HIST1H3H	HIST1H3H
>KRAS>UBC>PDC	PDC
>KRAS>UBC>MARCH8	8-Mar
>KRAS>UBC>SLC4A11	SLC4A11
>KRAS>UBC>NAP1L2	NAP1L2
>KRAS>APP>VPS37A	VPS37A
>KRAS>UBC>VPS37A	VPS37A
>KRAS>UBC>NANOG	NANOG
>KRAS>UBC>NCAM1	NCAM1
>KRAS>APP>LFNG	LFNG
>KRAS>UBC>DDI2	DDI2
>KRAS>CCT7>CRMP1	CRMP1
>KRAS>UBC>CRMP1	CRMP1
>KRAS>RGL2>CRMP1	CRMP1
>KRAS>APP>GTDC1	GTDC1
>KRAS>UBC>ZNF518B	ZNF518B
>KRAS>UBC>HLA-DOA	HLA-DOA
>KRAS>APP>IL26	IL26
>KRAS>RAF1>HSP90AA1>KCTD8	KCTD8
>KRAS>DNAJA3>HSP90AA1>KCTD8	KCTD8
>KRAS>EEF1A1>HSP90AA1>KCTD8	KCTD8
>KRAS>APP>HSP90AA1>KCTD8	KCTD8
>KRAS>UBC>HSP90AA1>KCTD8	KCTD8
>KRAS>CALM1>HSP90AA1>KCTD8	KCTD8
>KRAS>SIRT1>HSP90AA1>KCTD8	KCTD8
>KRAS>UBC>TBC1D2B	TBC1D2B
>KRAS>UBC>ELP3	ELP3
>KRAS>UBC>SBF2	SBF2
>KRAS>CALM1>SBF2	SBF2
>KRAS>PIK3CA>CRK>EPHA3	EPHA3
>KRAS>DNAJA3>CRK>EPHA3	EPHA3
>KRAS>EEF1A1>CRK>EPHA3	EPHA3
>KRAS>UBC>CRK>EPHA3	EPHA3
>KRAS>PIK3R2>CRK>EPHA3	EPHA3
>KRAS>RAF1>SRC>EPHA3	EPHA3
>KRAS>UBC>SRC>EPHA3	EPHA3
>KRAS>HDAC3>SRC>EPHA3	EPHA3
>KRAS>EGLN1>SRC>EPHA3	EPHA3
>KRAS>RAF1>FYN>EPHA3	EPHA3
>KRAS>UBC>FYN>EPHA3	EPHA3
>KRAS>PIK3R2>FYN>EPHA3	EPHA3
>KRAS>UBC>EFNB2>EPHA3	EPHA3
>KRAS>UBC>TP53>EPHA3	EPHA3
>KRAS>PHB>TP53>EPHA3	EPHA3
>KRAS>HDAC1>TP53>EPHA3	EPHA3
>KRAS>MAPK1>TP53>EPHA3	EPHA3
>KRAS>ELAVL1>TP53>EPHA3	EPHA3
>KRAS>SIRT1>TP53>EPHA3	EPHA3
>KRAS>UBC>ABL1>EPHA3	EPHA3
>KRAS>PIK3R2>ABL1>EPHA3	EPHA3
>KRAS>UBC>CDKN2A>EPHA3	EPHA3
>KRAS>HDAC1>CDKN2A>EPHA3	EPHA3
>KRAS>HNRNPC>CDKN2A>EPHA3	EPHA3
>KRAS>UBC>EFNB1>EPHA3	EPHA3
>KRAS>EEF1A1>EXOSC4	EXOSC4
>KRAS>UBC>EXOSC4	EXOSC4
>KRAS>DDX47>EXOSC4	EXOSC4
>KRAS>UBC>TTLL12	TTLL12
>KRAS>RAF1>YWHAQ>WWC2	WWC2
>KRAS>EEF1A1>YWHAQ>WWC2	WWC2
>KRAS>UBC>YWHAQ>WWC2	WWC2
>KRAS>HDAC3>YWHAQ>WWC2	WWC2
>KRAS>CALM1>YWHAQ>WWC2	WWC2
>KRAS>HNRNPC>YWHAQ>WWC2	WWC2
>KRAS>UBC>PTPN14>WWC2	WWC2
>KRAS>UBC>WDR19	WDR19
>KRAS>UBC>FAM46A	FAM46A
>KRAS>ELAVL1>FAM46A	FAM46A
>KRAS>UBC>NDUFV2	NDUFV2
>KRAS>UBC>TRIM9	TRIM9
>KRAS>UBC>POC5	POC5
>KRAS>UBC>HIVEP1>NINJ1	NINJ1
>KRAS>EEF1A1>MID1	MID1
>KRAS>UBC>MID1	MID1
>KRAS>ELAVL1>MID1	MID1
>KRAS>UBC>DPM1>DPM2	DPM2
>KRAS>UBC>PTPN11>SLAMF6	SLAMF6
>KRAS>PIK3R2>PTPN11>SLAMF6	SLAMF6
>KRAS>ELAVL1>PTPN11>SLAMF6	SLAMF6
>KRAS>UBC>PTPN6>SLAMF6	SLAMF6
>KRAS>UBC>SH2D1A>SLAMF6	SLAMF6
>KRAS>MAPK1>SH2D1A>SLAMF6	SLAMF6
>KRAS>ELAVL1>SH2D1A>SLAMF6	SLAMF6
>KRAS>RAF1>NEDD4L>KCNB1>KCNG2	KCNG2
>KRAS>UBC>NEDD4L>KCNB1>KCNG2	KCNG2
>KRAS>ELAVL1>NEDD4L>KCNB1>KCNG2	KCNG2
>KRAS>RAF1>SRC>KCNB1>KCNG2	KCNG2
>KRAS>UBC>SRC>KCNB1>KCNG2	KCNG2
>KRAS>HDAC3>SRC>KCNB1>KCNG2	KCNG2
>KRAS>EGLN1>SRC>KCNB1>KCNG2	KCNG2
>KRAS>EEF1A1>SUMO1>KCNB1>KCNG2	KCNG2
>KRAS>APP>SUMO1>KCNB1>KCNG2	KCNG2
>KRAS>UBC>SUMO1>KCNB1>KCNG2	KCNG2
>KRAS>HDAC1>SUMO1>KCNB1>KCNG2	KCNG2
>KRAS>ELAVL1>SUMO1>KCNB1>KCNG2	KCNG2
>KRAS>HNRNPC>SUMO1>KCNB1>KCNG2	KCNG2
>KRAS>DDX47>SUMO1>KCNB1>KCNG2	KCNG2
>KRAS>APP>SNAP25>KCNB1>KCNG2	KCNG2
>KRAS>UBC>SNAP25>KCNB1>KCNG2	KCNG2
>KRAS>UBC>PTPRE>KCNB1>KCNG2	KCNG2
>KRAS>CALM1>PTPRE>KCNB1>KCNG2	KCNG2
>KRAS>MAPK1>PTPRE>KCNB1>KCNG2	KCNG2
>KRAS>UBC>KCNG1>KCNB1>KCNG2	KCNG2
>KRAS>CALM1>KCNH1>KCNB1>KCNG2	KCNG2
>KRAS>UBC>BRWD3	BRWD3
>KRAS>UBC>CSTA	CSTA
>KRAS>UBC>MAN2B2	MAN2B2
>KRAS>UBC>ITGA3	ITGA3
>KRAS>UBC>RPL26	RPL26
>KRAS>UBC>PIM2	PIM2
>KRAS>UBC>ANKMY2	ANKMY2
>KRAS>UBC>MFAP3	MFAP3
>KRAS>UBC>MX2	MX2
>KRAS>UBC>NRP1	NRP1
>KRAS>APP>ASB6	ASB6
>KRAS>UBC>ASB6	ASB6
>KRAS>ELAVL1>ASB6	ASB6
>KRAS>SHOC2>MYC>NLRX1	NLRX1
>KRAS>RAF1>MYC>NLRX1	NLRX1
>KRAS>DNAJA3>MYC>NLRX1	NLRX1
>KRAS>UBC>MYC>NLRX1	NLRX1
>KRAS>HDAC1>MYC>NLRX1	NLRX1
>KRAS>HDAC3>MYC>NLRX1	NLRX1
>KRAS>CALM1>MYC>NLRX1	NLRX1
>KRAS>MAPK1>MYC>NLRX1	NLRX1
>KRAS>ELAVL1>MYC>NLRX1	NLRX1
>KRAS>HNRNPC>MYC>NLRX1	NLRX1
>KRAS>EEF1A1>IKBKG>NLRX1	NLRX1
>KRAS>UBC>IKBKG>NLRX1	NLRX1
>KRAS>EGLN1>IKBKG>NLRX1	NLRX1
>KRAS>APP>HAUS6>NLRX1	NLRX1
>KRAS>UBC>HAUS6>NLRX1	NLRX1
>KRAS>ELAVL1>HAUS6>NLRX1	NLRX1
>KRAS>APP>TRAF6>NLRX1	NLRX1
>KRAS>UBC>TRAF6>NLRX1	NLRX1
>KRAS>APP>CDIPT>NLRX1	NLRX1
>KRAS>UBC>CDIPT>NLRX1	NLRX1
>KRAS>UBC>PRDX3>NLRX1	NLRX1
>KRAS>UBC>SARM1>NLRX1	NLRX1
>KRAS>UBC>DENR>NLRX1	NLRX1
>KRAS>ELAVL1>DENR>NLRX1	NLRX1
>KRAS>UBC>FASTKD5>NLRX1	NLRX1
>KRAS>UBC>TRAF3>NLRX1	NLRX1
>KRAS>UBC>IKBKB>NLRX1	NLRX1
>KRAS>UBC>BRP44L	BRP44L
>KRAS>APP>TOM1L2	TOM1L2
>KRAS>UBC>TOM1L2	TOM1L2
>KRAS>UBC>MVD	MVD
>KRAS>PIK3CA>STAT1>IFNAR2	IFNAR2
>KRAS>UBC>STAT1>IFNAR2	IFNAR2
>KRAS>HDAC1>STAT1>IFNAR2	IFNAR2
>KRAS>HDAC3>STAT1>IFNAR2	IFNAR2
>KRAS>RAF1>JAK1>IFNAR2	IFNAR2
>KRAS>UBC>JAK1>IFNAR2	IFNAR2
>KRAS>SIRT1>JAK1>IFNAR2	IFNAR2
>KRAS>UBC>GNB2L1>IFNAR2	IFNAR2
>KRAS>UBC>STAT2>IFNAR2	IFNAR2
>KRAS>ELAVL1>STAT2>IFNAR2	IFNAR2
>KRAS>UBC>CREBBP>IFNAR2	IFNAR2
>KRAS>HDAC1>CREBBP>IFNAR2	IFNAR2
>KRAS>HDAC3>CREBBP>IFNAR2	IFNAR2
>KRAS>ELAVL1>CREBBP>IFNAR2	IFNAR2
>KRAS>UBC>USP18>IFNAR2	IFNAR2
>KRAS>ELAVL1>IRF9>IFNAR2	IFNAR2
>KRAS>EEF1A1>RAB7A>RILP	RILP
>KRAS>UBC>RAB7A>RILP	RILP
>KRAS>ELAVL1>RAB7A>RILP	RILP
>KRAS>APP>KPNA2>RILP	RILP
>KRAS>UBC>KPNA2>RILP	RILP
>KRAS>RGL2>KPNA2>RILP	RILP
>KRAS>HNRNPC>KPNA2>RILP	RILP
>KRAS>SIRT1>KPNA2>RILP	RILP
>KRAS>APP>RAB7B>RILP	RILP
>KRAS>UBC>SNF8>RILP	RILP
>KRAS>UBC>RCHY1>RILP	RILP
>KRAS>CALM1>RCHY1>RILP	RILP
>KRAS>UBC>VPS36>RILP	RILP
>KRAS>ELAVL1>VPS36>RILP	RILP
>KRAS>UBC>PABPC1L2A	PABPC1L2A
>KRAS>ELAVL1>TULP4	TULP4
>KRAS>EEF1A1>GTF2I>C4BPA	C4BPA
>KRAS>UBC>GTF2I>C4BPA	C4BPA
>KRAS>HDAC1>GTF2I>C4BPA	C4BPA
>KRAS>HDAC3>GTF2I>C4BPA	C4BPA
>KRAS>CALM1>GTF2I>C4BPA	C4BPA
>KRAS>MAPK1>GTF2I>C4BPA	C4BPA
>KRAS>UBC>FXYD6>C4BPA	C4BPA
>KRAS>UBC>SMARCD1>C4BPA	C4BPA
>KRAS>HDAC1>SMARCD1>C4BPA	C4BPA
>KRAS>HDAC3>SMARCD1>C4BPA	C4BPA
>KRAS>HNRNPC>SMARCD1>C4BPA	C4BPA
>KRAS>UBC>FN1>C4BPA	C4BPA
>KRAS>EEF1A1>RPL17	RPL17
>KRAS>UBC>RPL17	RPL17
>KRAS>UBC>PAFAH1B2	PAFAH1B2
>KRAS>RAP1GDS1>PAFAH1B2	PAFAH1B2
>KRAS>UBC>AIM1L	AIM1L
>KRAS>UBC>TMEM59L	TMEM59L
>KRAS>UBC>RHOQ	RHOQ
>KRAS>ELAVL1>RHOQ	RHOQ
>KRAS>UBC>NDUFS8	NDUFS8
>KRAS>UBC>SLC25A12	SLC25A12
>KRAS>UBC>FAM101B	FAM101B
>KRAS>UBC>ARHGAP29	ARHGAP29
>KRAS>SIRT1>ARHGAP29	ARHGAP29
>KRAS>APP>MEOX1>PAX1	PAX1
>KRAS>APP>TRAP1	TRAP1
>KRAS>UBC>TRAP1	TRAP1
>KRAS>UBC>POT1>SULT4A1	SULT4A1
>KRAS>UBC>LMBRD1	LMBRD1
>KRAS>HNRNPC>LMBRD1	LMBRD1
>KRAS>UBC>BIN3	BIN3
>KRAS>UBC>POTEM	POTEM
>KRAS>UBC>UBAP2L>PLXNA2	PLXNA2
>KRAS>ELAVL1>UBAP2L>PLXNA2	PLXNA2
>KRAS>UBC>FNBP4>PLXNA2	PLXNA2
>KRAS>UBC>CARD11	CARD11
>KRAS>UBC>BEX1	BEX1
>KRAS>APP>ALDH8A1	ALDH8A1
>KRAS>UBC>ADK>SRD5A3	SRD5A3
>KRAS>UBC>TCF7L2	TCF7L2
>KRAS>ELAVL1>TCF7L2	TCF7L2
>KRAS>UBC>NUP155	NUP155
>KRAS>DNAJA3>KDM1A>TEX9	TEX9
>KRAS>PDE4DIP>KDM1A>TEX9	TEX9
>KRAS>UBC>KDM1A>TEX9	TEX9
>KRAS>HDAC1>KDM1A>TEX9	TEX9
>KRAS>HDAC3>KDM1A>TEX9	TEX9
>KRAS>RASSF2>KDM1A>TEX9	TEX9
>KRAS>UBC>SF3B1	SF3B1
>KRAS>HDAC1>SF3B1	SF3B1
>KRAS>HDAC3>SF3B1	SF3B1
>KRAS>CALM1>SF3B1	SF3B1
>KRAS>SIRT1>SF3B1	SF3B1
>KRAS>RAF1>HSP90AA1>ACVR1C	ACVR1C
>KRAS>DNAJA3>HSP90AA1>ACVR1C	ACVR1C
>KRAS>EEF1A1>HSP90AA1>ACVR1C	ACVR1C
>KRAS>APP>HSP90AA1>ACVR1C	ACVR1C
>KRAS>UBC>HSP90AA1>ACVR1C	ACVR1C
>KRAS>CALM1>HSP90AA1>ACVR1C	ACVR1C
>KRAS>SIRT1>HSP90AA1>ACVR1C	ACVR1C
>KRAS>APP>SIRT5>ACVR1C	ACVR1C
>KRAS>UBC>SIRT5>ACVR1C	ACVR1C
>KRAS>UBC>VPS28	VPS28
>KRAS>UBC>FOXO3	FOXO3
>KRAS>MAPK1>FOXO3	FOXO3
>KRAS>ELAVL1>FOXO3	FOXO3
>KRAS>SIRT1>FOXO3	FOXO3
>KRAS>UBC>ANKFY1	ANKFY1
>KRAS>HDAC1>HR	HR
>KRAS>HDAC3>HR	HR
>KRAS>ELAVL1>UBP1	UBP1
>KRAS>APP>MEST	MEST
>KRAS>UBC>KIF4B	KIF4B
>KRAS>EEF1A1>COPS5>DCHS2	DCHS2
>KRAS>APP>COPS5>DCHS2	DCHS2
>KRAS>UBC>COPS5>DCHS2	DCHS2
>KRAS>ELAVL1>COPS5>DCHS2	DCHS2
>KRAS>HNRNPC>COPS5>DCHS2	DCHS2
>KRAS>UBC>CCDC50	CCDC50
>KRAS>EEF1A1>NEU1	NEU1
>KRAS>UBC>NEU1	NEU1
>KRAS>UBC>GXYLT1	GXYLT1
>KRAS>HNRNPC>TRIM55	TRIM55
>KRAS>EEF1A1>SUMO2>FOXC2	FOXC2
>KRAS>UBC>SUMO2>FOXC2	FOXC2
>KRAS>HDAC1>SUMO2>FOXC2	FOXC2
>KRAS>ELAVL1>SUMO2>FOXC2	FOXC2
>KRAS>HNRNPC>SUMO2>FOXC2	FOXC2
>KRAS>DDX47>SUMO2>FOXC2	FOXC2
>KRAS>UBC>KDM5B>FOXC2	FOXC2
>KRAS>HDAC1>KDM5B>FOXC2	FOXC2
>KRAS>HDAC3>KDM5B>FOXC2	FOXC2
>KRAS>ELAVL1>KDM5B>FOXC2	FOXC2
>KRAS>APP>CLU>LEP	LEP
>KRAS>UBC>CLU>LEP	LEP
>KRAS>APP>A2M>LEP	LEP
>KRAS>UBC>STAT3>LEP	LEP
>KRAS>HDAC1>STAT3>LEP	LEP
>KRAS>HDAC3>STAT3>LEP	LEP
>KRAS>MAPK1>STAT3>LEP	LEP
>KRAS>ELAVL1>STAT3>LEP	LEP
>KRAS>SIRT1>STAT3>LEP	LEP
>KRAS>APP>SNAI2	SNAI2
>KRAS>HDAC1>SNAI2	SNAI2
>KRAS>UBC>GTF2IRD1	GTF2IRD1
>KRAS>HDAC3>GTF2IRD1	GTF2IRD1
>KRAS>APP>CDK5R1	CDK5R1
>KRAS>UBC>CDK5R1	CDK5R1
>KRAS>HDAC1>CDK5R1	CDK5R1
>KRAS>UBC>COMMD3	COMMD3
>KRAS>PDE4DIP>PRNP	PRNP
>KRAS>DDX47>PRNP	PRNP
>KRAS>SIRT1>PRNP	PRNP
>KRAS>RAF1>HSP90AA1>PIWIL2	PIWIL2
>KRAS>DNAJA3>HSP90AA1>PIWIL2	PIWIL2
>KRAS>EEF1A1>HSP90AA1>PIWIL2	PIWIL2
>KRAS>APP>HSP90AA1>PIWIL2	PIWIL2
>KRAS>UBC>HSP90AA1>PIWIL2	PIWIL2
>KRAS>CALM1>HSP90AA1>PIWIL2	PIWIL2
>KRAS>SIRT1>HSP90AA1>PIWIL2	PIWIL2
>KRAS>UBC>DICER1>PIWIL2	PIWIL2
>KRAS>APP>FBXW9	FBXW9
>KRAS>UBC>FBXW9	FBXW9
>KRAS>PDE4DIP>SNCA>CDC42EP2	CDC42EP2
>KRAS>EEF1A1>SNCA>CDC42EP2	CDC42EP2
>KRAS>APP>SNCA>CDC42EP2	CDC42EP2
>KRAS>UBC>SNCA>CDC42EP2	CDC42EP2
>KRAS>PHB>SNCA>CDC42EP2	CDC42EP2
>KRAS>CALM1>SNCA>CDC42EP2	CDC42EP2
>KRAS>MAPK1>SNCA>CDC42EP2	CDC42EP2
>KRAS>RALGDS>SNCA>CDC42EP2	CDC42EP2
>KRAS>UBC>RHOQ>CDC42EP2	CDC42EP2
>KRAS>ELAVL1>RHOQ>CDC42EP2	CDC42EP2
>KRAS>UBC>SEPT6>CDC42EP2	CDC42EP2
>KRAS>CALM1>SEPT6>CDC42EP2	CDC42EP2
>KRAS>UBC>CDC42>CDC42EP2	CDC42EP2
>KRAS>ELAVL1>CDC42>CDC42EP2	CDC42EP2
>KRAS>RAP1GDS1>CDC42>CDC42EP2	CDC42EP2
>KRAS>UBC>SEPT7>CDC42EP2	CDC42EP2
>KRAS>ELAVL1>SEPT7>CDC42EP2	CDC42EP2
>KRAS>HNRNPC>SEPT7>CDC42EP2	CDC42EP2
>KRAS>APP>DDX42	DDX42
>KRAS>UBC>DDX42	DDX42
>KRAS>UBC>IP6K1	IP6K1
>KRAS>UBC>FRAS1	FRAS1
>KRAS>RAF1>HSP90AA1>MARCH9	9-Mar
>KRAS>DNAJA3>HSP90AA1>MARCH9	9-Mar
>KRAS>EEF1A1>HSP90AA1>MARCH9	9-Mar
>KRAS>APP>HSP90AA1>MARCH9	9-Mar
>KRAS>UBC>HSP90AA1>MARCH9	9-Mar
>KRAS>CALM1>HSP90AA1>MARCH9	9-Mar
>KRAS>SIRT1>HSP90AA1>MARCH9	9-Mar
>KRAS>UBC>DLG4>MARCH9	9-Mar
>KRAS>MAPK1>DLG4>MARCH9	9-Mar
>KRAS>ELAVL1>DLG4>MARCH9	9-Mar
>KRAS>UBC>ULBP1>MARCH9	9-Mar
>KRAS>UBC>TLE1>HES6	HES6
>KRAS>HDAC1>TLE1>HES6	HES6
>KRAS>SIRT1>TLE1>HES6	HES6
>KRAS>UBC>CREBBP>HES6	HES6
>KRAS>HDAC1>CREBBP>HES6	HES6
>KRAS>HDAC3>CREBBP>HES6	HES6
>KRAS>ELAVL1>CREBBP>HES6	HES6
>KRAS>HDAC3>TWIST1>HES6	HES6
>KRAS>UBC>RAB6B	RAB6B
>KRAS>CALM1>RAB6B	RAB6B
>KRAS>UBC>UQCR10	UQCR10
>KRAS>DNAJA3>BRCA1>NUFIP1	NUFIP1
>KRAS>UBC>BRCA1>NUFIP1	NUFIP1
>KRAS>HDAC1>BRCA1>NUFIP1	NUFIP1
>KRAS>MAPK1>BRCA1>NUFIP1	NUFIP1
>KRAS>SIRT1>BRCA1>NUFIP1	NUFIP1
>KRAS>CCT7>CDK9>NUFIP1	NUFIP1
>KRAS>UBC>CDK9>NUFIP1	NUFIP1
>KRAS>ELAVL1>CDK9>NUFIP1	NUFIP1
>KRAS>EEF1A1>RUVBL2>NUFIP1	NUFIP1
>KRAS>APP>RUVBL2>NUFIP1	NUFIP1
>KRAS>UBC>RUVBL2>NUFIP1	NUFIP1
>KRAS>HDAC1>RUVBL2>NUFIP1	NUFIP1
>KRAS>EEF1A1>TAF9>NUFIP1	NUFIP1
>KRAS>APP>TAF9>NUFIP1	NUFIP1
>KRAS>UBC>TAF9>NUFIP1	NUFIP1
>KRAS>APP>KLF6>NUFIP1	NUFIP1
>KRAS>UBC>KLF6>NUFIP1	NUFIP1
>KRAS>HDAC3>KLF6>NUFIP1	NUFIP1
>KRAS>UBC>RUVBL1>NUFIP1	NUFIP1
>KRAS>HDAC1>RUVBL1>NUFIP1	NUFIP1
>KRAS>ELAVL1>RUVBL1>NUFIP1	NUFIP1
>KRAS>UBC>NHP2L1>NUFIP1	NUFIP1
>KRAS>HNRNPC>NHP2L1>NUFIP1	NUFIP1
>KRAS>UBC>FMR1>NUFIP1	NUFIP1
>KRAS>UBC>CCNT1>NUFIP1	NUFIP1
>KRAS>UBC>HERC2	HERC2
>KRAS>CALM1>HERC2	HERC2
>KRAS>UBC>RSL24D1	RSL24D1
>KRAS>ELAVL1>RSL24D1	RSL24D1
>KRAS>APP>CLIC3	CLIC3
>KRAS>APP>DEF6	DEF6
>KRAS>APP>CCL13	CCL13
>KRAS>UBC>TMED4	TMED4
>KRAS>ELAVL1>TMED4	TMED4
>KRAS>APP>VTN	VTN
>KRAS>UBC>PAK3	PAK3
>KRAS>UBC>TMEM57	TMEM57
>KRAS>UBC>KRT81	KRT81
>KRAS>RAF1>YWHAZ>GP1BA	GP1BA
>KRAS>EEF1A1>YWHAZ>GP1BA	GP1BA
>KRAS>APP>YWHAZ>GP1BA	GP1BA
>KRAS>UBC>YWHAZ>GP1BA	GP1BA
>KRAS>PHB>YWHAZ>GP1BA	GP1BA
>KRAS>CALM1>YWHAZ>GP1BA	GP1BA
>KRAS>UBC>FLNA>GP1BA	GP1BA
>KRAS>UBC>VWF>GP1BA	GP1BA
>KRAS>UBC>FLNB>GP1BA	GP1BA
>KRAS>UBC>F12>GP1BA	GP1BA
>KRAS>UBC>DDIT3>GP1BA	GP1BA
>KRAS>HDAC1>DDIT3>GP1BA	GP1BA
>KRAS>UBC>BRP44	BRP44
>KRAS>APP>E2F8	E2F8
>KRAS>UBC>SLC19A2	SLC19A2
>KRAS>ELAVL1>SLC19A2	SLC19A2
>KRAS>CCT7>UBD>PWWP2B	PWWP2B
>KRAS>EEF1A1>UBD>PWWP2B	PWWP2B
>KRAS>UBC>UBD>PWWP2B	PWWP2B
>KRAS>HDAC3>UBD>PWWP2B	PWWP2B
>KRAS>HNRNPC>UBD>PWWP2B	PWWP2B
>KRAS>UBC>HAX1>MATN4	MATN4
>KRAS>UBC>THY1	THY1
>KRAS>UBC>RHOBTB3	RHOBTB3
>KRAS>UBC>NBPF12	NBPF12
>KRAS>UBC>DPP9	DPP9
>KRAS>MAPK1>CRP	CRP
>KRAS>APP>RNPC3	RNPC3
>KRAS>UBC>HIST1H2BJ	HIST1H2BJ
>KRAS>UBC>MDFI>AQP5	AQP5
>KRAS>UBC>GLRX>AQP5	AQP5
>KRAS>APP>MURC	MURC
>KRAS>UBC>MURC	MURC
>KRAS>APP>GOSR1	GOSR1
>KRAS>UBC>GOSR1	GOSR1
>KRAS>UBC>RGS9>RGS9BP	RGS9BP
>KRAS>UBC>FBXO44	FBXO44
>KRAS>UBC>CLN5>ARHGAP36	ARHGAP36
>KRAS>UBC>GYS2	GYS2
>KRAS>UBC>ACAD9	ACAD9
>KRAS>APP>CTBP2	CTBP2
>KRAS>UBC>CTBP2	CTBP2
>KRAS>RAF1>HSPA8	HSPA8
>KRAS>DNAJA3>HSPA8	HSPA8
>KRAS>EEF1A1>HSPA8	HSPA8
>KRAS>APP>HSPA8	HSPA8
>KRAS>UBC>HSPA8	HSPA8
>KRAS>PIK3R2>HSPA8	HSPA8
>KRAS>HDAC3>HSPA8	HSPA8
>KRAS>UBC>ALPPL2	ALPPL2
>KRAS>MAPK1>MAPKAPK2	MAPKAPK2
>KRAS>ELAVL1>MAPKAPK2	MAPKAPK2
>KRAS>UBC>GPR107	GPR107
>KRAS>UBC>KIF7	KIF7
>KRAS>UBC>NENF	NENF
>KRAS>APP>HOMER3	HOMER3
>KRAS>APP>SPATS2	SPATS2
>KRAS>UBC>AMOTL2	AMOTL2
>KRAS>UBC>ADCY4	ADCY4
>KRAS>CCT7>UBD>UPRT	UPRT
>KRAS>EEF1A1>UBD>UPRT	UPRT
>KRAS>UBC>UBD>UPRT	UPRT
>KRAS>HDAC3>UBD>UPRT	UPRT
>KRAS>HNRNPC>UBD>UPRT	UPRT
>KRAS>APP>PYROXD1>UPRT	UPRT
>KRAS>UBC>PYROXD1>UPRT	UPRT
>KRAS>UBC>ABT1	ABT1
>KRAS>UBC>ZNF665	ZNF665
>KRAS>RAF1>BCL2L1>BCL2L14	BCL2L14
>KRAS>UBC>BCL2L1>BCL2L14	BCL2L14
>KRAS>MAPK1>BCL2L1>BCL2L14	BCL2L14
>KRAS>EEF1A1>COPS5>BCL2L14	BCL2L14
>KRAS>APP>COPS5>BCL2L14	BCL2L14
>KRAS>UBC>COPS5>BCL2L14	BCL2L14
>KRAS>ELAVL1>COPS5>BCL2L14	BCL2L14
>KRAS>HNRNPC>COPS5>BCL2L14	BCL2L14
>KRAS>HDAC1>FOXG1	FOXG1
>KRAS>APP>ALOX5	ALOX5
>KRAS>UBC>MYOCD	MYOCD
>KRAS>UBC>ETV2	ETV2
>KRAS>APP>RBM42	RBM42
>KRAS>UBC>RBM42	RBM42
>KRAS>UBC>AASS	AASS
>KRAS>APP>GORAB	GORAB
>KRAS>UBC>GORAB	GORAB
>KRAS>UBC>SH2D3A	SH2D3A
>KRAS>UBC>RAC1>ARHGEF25	ARHGEF25
>KRAS>RGL2>RAC1>ARHGEF25	ARHGEF25
>KRAS>RAP1GDS1>RAC1>ARHGEF25	ARHGEF25
>KRAS>UBC>RHOA>ARHGEF25	ARHGEF25
>KRAS>RAP1GDS1>RHOA>ARHGEF25	ARHGEF25
>KRAS>UBC>CDC42>ARHGEF25	ARHGEF25
>KRAS>ELAVL1>CDC42>ARHGEF25	ARHGEF25
>KRAS>RAP1GDS1>CDC42>ARHGEF25	ARHGEF25
>KRAS>RAF1>HSP90AA1>KCNA6	KCNA6
>KRAS>DNAJA3>HSP90AA1>KCNA6	KCNA6
>KRAS>EEF1A1>HSP90AA1>KCNA6	KCNA6
>KRAS>APP>HSP90AA1>KCNA6	KCNA6
>KRAS>UBC>HSP90AA1>KCNA6	KCNA6
>KRAS>CALM1>HSP90AA1>KCNA6	KCNA6
>KRAS>SIRT1>HSP90AA1>KCNA6	KCNA6
>KRAS>UBC>NOL9	NOL9
>KRAS>CCT7>ITGA4>HBA2	HBA2
>KRAS>EEF1A1>ITGA4>HBA2	HBA2
>KRAS>UBC>ITGA4>HBA2	HBA2
>KRAS>PHB>ITGA4>HBA2	HBA2
>KRAS>PIK3R2>ITGA4>HBA2	HBA2
>KRAS>HNRNPC>ITGA4>HBA2	HBA2
>KRAS>EEF1A1>SPP1>HBA2	HBA2
>KRAS>CALM1>SPP1>HBA2	HBA2
>KRAS>EEF1A1>IQCB1>HBA2	HBA2
>KRAS>UBC>IQCB1>HBA2	HBA2
