STUDY_ID	SAMPLE_ID	UBC
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J1-01	25181.6
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J2-01	25700.3
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J3-01	60844.9
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J4-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J5-01	53362.5
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J6-01	49527.6
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J7-01	44921.4
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J8-01	58118.5
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J9-01	45515.2
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JA-01	44285.4
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JB-01	52651
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JC-01	47856.9
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JD-01	32384.7
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JE-01	44096.7
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JF-01	45404.4
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JG-01	60190.8
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JH-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JI-01	25900.1
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JJ-01	36310.1
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JK-01	52472.2
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JL-01	54788.8
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JM-01	34776.3
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JO-01	43151.1
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JP-01	48221.3
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JQ-01	26401.1
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JR-01	25904.7
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JS-01	38530.5
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JT-01	42079.8
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JU-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JV-01	46626.2
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JW-01	45828
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JX-01	35347.5
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JY-01	52333.2
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JZ-01	41005.5
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K0-01	47979.4
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K1-01	42184.1
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K2-01	70203.4000000001
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K3-01	61049.2
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K4-01	29652.7
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K5-01	60448.4
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K6-01	40491.7
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K8-01	59201.7
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K9-01	53939.8
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KB-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KO-01	39993.9
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KP-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KQ-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KS-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KT-01	50546.2
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KU-01	35858
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KV-01	32526.4
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KW-01	100960
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KX-01	43083.7
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KY-01	43807.4
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KZ-01	40203.6
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L1-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L2-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L3-01	51668.5
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L4-01	61262.6
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L5-01	40155.7
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L6-01	43405.6
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L8-01	33896.6
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L9-01	27102.2
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LA-01	54126.9
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LB-01	62521.5
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LC-01	38068.5
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LD-01	21481.7
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LE-01	34066.3
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LF-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LG-01	48285.3
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LH-01	62203.3
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LI-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LJ-01	23981.9
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LK-01	33516.9
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LL-01	39380.9
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LM-01	62057.9
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LN-01	30187.3
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LO-01	49912.5
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LP-01	35804.2
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LR-01	31026.8
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LS-01	28107.7
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LT-01	19213.4
acc_tcga_pan_can_atlas_2018	TCGA-OU-A5PI-01	52668.2
acc_tcga_pan_can_atlas_2018	TCGA-P6-A5OF-01	74418.9
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5OG-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-P6-A5OH-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-PA-A5YG-01	39940.8
acc_tcga_pan_can_atlas_2018	TCGA-PK-A5H8-01	52479.1
acc_tcga_pan_can_atlas_2018	TCGA-PK-A5H9-01	30777.6
acc_tcga_pan_can_atlas_2018	TCGA-PK-A5HA-01	29305.4
acc_tcga_pan_can_atlas_2018	TCGA-PK-A5HB-01	61611.1
acc_tcga_pan_can_atlas_2018	TCGA-PK-A5HC-01	NA
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KO-01	59990.7
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KP-01	30429
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KQ-01	38564.2
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KR-01	33152.1
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KT-01	21519.5
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KW-01	29466.4
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7M-01	26065.4
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7N-01	40927.4
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7O-01	56342.5
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7Q-01	50298.7
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7R-01	31288.8
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7S-01	72184
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7W-01	88886.8
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7Y-01	50465.8
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA80-01	40935.1
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA81-01	36658.4
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA82-01	43004.9
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA83-01	38082.5
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA84-01	25517.9
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA86-01	34780.7
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA87-01	40199.7
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA89-01	58444.2
blca_tcga_pan_can_atlas_2018	TCGA-5N-A9KI-01	44730.1
blca_tcga_pan_can_atlas_2018	TCGA-5N-A9KM-01	57325.2
blca_tcga_pan_can_atlas_2018	TCGA-BL-A0C8-01	21008.2
blca_tcga_pan_can_atlas_2018	TCGA-BL-A13I-01	31070.4
blca_tcga_pan_can_atlas_2018	TCGA-BL-A13J-01	74439.6999999999
blca_tcga_pan_can_atlas_2018	TCGA-BL-A3JM-01	17050.4
blca_tcga_pan_can_atlas_2018	TCGA-BL-A5ZZ-01	25755.5
blca_tcga_pan_can_atlas_2018	TCGA-BT-A0S7-01	18416.2
blca_tcga_pan_can_atlas_2018	TCGA-BT-A0YX-01	38764.2
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20J-01	99412.7
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20N-01	27949.1
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20O-01	33117.4
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20P-01	49982.7
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20Q-01	45568.2
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20R-01	50542.3
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20T-01	53383.4
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20U-01	28905.8
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20V-01	22124.2
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20W-01	25712.3
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20X-01	60211.7
blca_tcga_pan_can_atlas_2018	TCGA-BT-A2LA-01	19216.9
blca_tcga_pan_can_atlas_2018	TCGA-BT-A2LB-01	49991.8
blca_tcga_pan_can_atlas_2018	TCGA-BT-A2LD-01	52155
blca_tcga_pan_can_atlas_2018	TCGA-BT-A3PH-01	32676.1
blca_tcga_pan_can_atlas_2018	TCGA-BT-A3PJ-01	24017.5
blca_tcga_pan_can_atlas_2018	TCGA-BT-A3PK-01	40492.2
blca_tcga_pan_can_atlas_2018	TCGA-BT-A42B-01	NA
blca_tcga_pan_can_atlas_2018	TCGA-BT-A42C-01	36369.5
blca_tcga_pan_can_atlas_2018	TCGA-BT-A42E-01	63971.6
blca_tcga_pan_can_atlas_2018	TCGA-BT-A42F-01	40335.7
blca_tcga_pan_can_atlas_2018	TCGA-C4-A0EZ-01	16183.9
blca_tcga_pan_can_atlas_2018	TCGA-C4-A0F0-01	23785.4
blca_tcga_pan_can_atlas_2018	TCGA-C4-A0F1-01	37135.7
blca_tcga_pan_can_atlas_2018	TCGA-C4-A0F6-01	26896.1
blca_tcga_pan_can_atlas_2018	TCGA-C4-A0F7-01	66248.8
blca_tcga_pan_can_atlas_2018	TCGA-CF-A1HR-01	47869.9
blca_tcga_pan_can_atlas_2018	TCGA-CF-A1HS-01	29673.6
blca_tcga_pan_can_atlas_2018	TCGA-CF-A27C-01	51894.1
blca_tcga_pan_can_atlas_2018	TCGA-CF-A3MF-01	23978.8
blca_tcga_pan_can_atlas_2018	TCGA-CF-A3MG-01	35649.3
blca_tcga_pan_can_atlas_2018	TCGA-CF-A3MH-01	46309.4
blca_tcga_pan_can_atlas_2018	TCGA-CF-A3MI-01	49600.1
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47S-01	44321.4
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47T-01	36962.5
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47V-01	30540.1
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47W-01	37835.4
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47X-01	29469.9
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47Y-01	48452.7
blca_tcga_pan_can_atlas_2018	TCGA-CF-A5U8-01	26021.7
blca_tcga_pan_can_atlas_2018	TCGA-CF-A5UA-01	39063.1
blca_tcga_pan_can_atlas_2018	TCGA-CF-A7I0-01	31000.6
blca_tcga_pan_can_atlas_2018	TCGA-CF-A8HX-01	43155.1
blca_tcga_pan_can_atlas_2018	TCGA-CF-A8HY-01	75045
blca_tcga_pan_can_atlas_2018	TCGA-CF-A9FF-01	55161.2
blca_tcga_pan_can_atlas_2018	TCGA-CF-A9FH-01	55938.5
blca_tcga_pan_can_atlas_2018	TCGA-CF-A9FL-01	27967.7
blca_tcga_pan_can_atlas_2018	TCGA-CF-A9FM-01	28764.2
blca_tcga_pan_can_atlas_2018	TCGA-CU-A0YN-01	20924.5
blca_tcga_pan_can_atlas_2018	TCGA-CU-A0YO-01	39349.6
blca_tcga_pan_can_atlas_2018	TCGA-CU-A0YR-01	21993.9
blca_tcga_pan_can_atlas_2018	TCGA-CU-A3KJ-01	100140
blca_tcga_pan_can_atlas_2018	TCGA-CU-A3QU-01	24102.3
blca_tcga_pan_can_atlas_2018	TCGA-CU-A3YL-01	12437.7
blca_tcga_pan_can_atlas_2018	TCGA-CU-A5W6-01	50581.9
blca_tcga_pan_can_atlas_2018	TCGA-CU-A72E-01	61446
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1A3-01	26826.8
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1A5-01	46008.9
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1A6-01	43989.2
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1A7-01	50276.4
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1AA-01	29267.5
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1AB-01	45489.2
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1AC-01	34463.4
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1AD-01	28717.9
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1AE-01	19377.3
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1AF-01	32933.6
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1AG-01	22747.6
blca_tcga_pan_can_atlas_2018	TCGA-DK-A2HX-01	40707.1
blca_tcga_pan_can_atlas_2018	TCGA-DK-A2I1-01	41857.4
blca_tcga_pan_can_atlas_2018	TCGA-DK-A2I2-01	33322.1
blca_tcga_pan_can_atlas_2018	TCGA-DK-A2I4-01	47541.2
blca_tcga_pan_can_atlas_2018	TCGA-DK-A2I6-01	29891.8
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3IK-01	31106.2
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3IL-01	36149.3
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3IM-01	32712.1
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3IN-01	34367.9
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3IQ-01	35997.8
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3IS-01	51438.8
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3IT-01	32921.5
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3IU-01	60947.3
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3IV-01	41012
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3WW-01	56985.8
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3WX-01	23944.6
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3WY-01	28303.6
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3X1-01	22724.9
blca_tcga_pan_can_atlas_2018	TCGA-DK-A3X2-01	32885.9
blca_tcga_pan_can_atlas_2018	TCGA-DK-A6AV-01	42130.5
blca_tcga_pan_can_atlas_2018	TCGA-DK-A6AW-01	85980.3
blca_tcga_pan_can_atlas_2018	TCGA-DK-A6B0-01	29733
blca_tcga_pan_can_atlas_2018	TCGA-DK-A6B1-01	37727.5
blca_tcga_pan_can_atlas_2018	TCGA-DK-A6B2-01	25255.9
blca_tcga_pan_can_atlas_2018	TCGA-DK-A6B5-01	53088.3
blca_tcga_pan_can_atlas_2018	TCGA-DK-A6B6-01	24457.9
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA6L-01	50335.1
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA6M-01	34565.4
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA6P-01	24804.9
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA6Q-01	54466.9
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA6R-01	45111.7
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA6S-01	23978.6
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA6T-01	32276.6
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA6U-01	28445.2
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA6W-01	24194.2
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA6X-01	29963.1
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA71-01	39004.3
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA74-01	54265.6
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA75-01	39153.4
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA76-01	21829.4
blca_tcga_pan_can_atlas_2018	TCGA-DK-AA77-01	63651.2
blca_tcga_pan_can_atlas_2018	TCGA-E5-A2PC-01	54993.1
blca_tcga_pan_can_atlas_2018	TCGA-E5-A4TZ-01	27269.5
blca_tcga_pan_can_atlas_2018	TCGA-E5-A4U1-01	29502.5
blca_tcga_pan_can_atlas_2018	TCGA-E7-A3X6-01	49981
blca_tcga_pan_can_atlas_2018	TCGA-E7-A3Y1-01	31465
blca_tcga_pan_can_atlas_2018	TCGA-E7-A4IJ-01	38952.3
blca_tcga_pan_can_atlas_2018	TCGA-E7-A4XJ-01	68652.5999999999
blca_tcga_pan_can_atlas_2018	TCGA-E7-A519-01	63808.9
blca_tcga_pan_can_atlas_2018	TCGA-E7-A541-01	23598.9
blca_tcga_pan_can_atlas_2018	TCGA-E7-A5KE-01	22695.4
blca_tcga_pan_can_atlas_2018	TCGA-E7-A5KF-01	24835.3
blca_tcga_pan_can_atlas_2018	TCGA-E7-A677-01	34143
blca_tcga_pan_can_atlas_2018	TCGA-E7-A678-01	25253.8
blca_tcga_pan_can_atlas_2018	TCGA-E7-A6MD-01	34848.2
blca_tcga_pan_can_atlas_2018	TCGA-E7-A6ME-01	24183.2
blca_tcga_pan_can_atlas_2018	TCGA-E7-A6MF-01	26225.5
blca_tcga_pan_can_atlas_2018	TCGA-E7-A7DU-01	32689.3
blca_tcga_pan_can_atlas_2018	TCGA-E7-A7DV-01	34929
blca_tcga_pan_can_atlas_2018	TCGA-E7-A7PW-01	33282.4
blca_tcga_pan_can_atlas_2018	TCGA-E7-A7XN-01	41751
blca_tcga_pan_can_atlas_2018	TCGA-E7-A85H-01	28961.8
blca_tcga_pan_can_atlas_2018	TCGA-E7-A8O7-01	27476.4
blca_tcga_pan_can_atlas_2018	TCGA-E7-A97P-01	43264.1
blca_tcga_pan_can_atlas_2018	TCGA-E7-A97Q-01	30852.1
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3B3-01	40049.5
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3B4-01	46350.4
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3B5-01	48816.4
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3B6-01	34712.3
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3B7-01	36276.2
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3B8-01	39852.1
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3N5-01	31965.7
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3N6-01	57352
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3NA-01	35965.2
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3SJ-01	25868.8
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3SL-01	31053.3
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3SM-01	41981.3
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3SN-01	36895.2
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3SO-01	34962.4
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3SP-01	26236.3
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3SQ-01	46674.5
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3SR-01	32064.7
blca_tcga_pan_can_atlas_2018	TCGA-FD-A3SS-01	37980.8
blca_tcga_pan_can_atlas_2018	TCGA-FD-A43N-01	48222.1
blca_tcga_pan_can_atlas_2018	TCGA-FD-A43P-01	29165.3
blca_tcga_pan_can_atlas_2018	TCGA-FD-A43S-01	42219.2
blca_tcga_pan_can_atlas_2018	TCGA-FD-A43U-01	34252.3
blca_tcga_pan_can_atlas_2018	TCGA-FD-A43X-01	17417
blca_tcga_pan_can_atlas_2018	TCGA-FD-A43Y-01	47946.6
blca_tcga_pan_can_atlas_2018	TCGA-FD-A5BR-01	36723.4
blca_tcga_pan_can_atlas_2018	TCGA-FD-A5BS-01	41491.2
blca_tcga_pan_can_atlas_2018	TCGA-FD-A5BT-01	54033
blca_tcga_pan_can_atlas_2018	TCGA-FD-A5BU-01	43285
blca_tcga_pan_can_atlas_2018	TCGA-FD-A5BV-01	34647.1
blca_tcga_pan_can_atlas_2018	TCGA-FD-A5BX-01	40809.9
blca_tcga_pan_can_atlas_2018	TCGA-FD-A5BY-01	30314.4
blca_tcga_pan_can_atlas_2018	TCGA-FD-A5BZ-01	23573.2
blca_tcga_pan_can_atlas_2018	TCGA-FD-A5C0-01	37102.1
blca_tcga_pan_can_atlas_2018	TCGA-FD-A5C1-01	80638.2999999999
blca_tcga_pan_can_atlas_2018	TCGA-FD-A62N-01	43869
blca_tcga_pan_can_atlas_2018	TCGA-FD-A62O-01	43894.9
blca_tcga_pan_can_atlas_2018	TCGA-FD-A62P-01	33485.3
blca_tcga_pan_can_atlas_2018	TCGA-FD-A62S-01	50136.2
blca_tcga_pan_can_atlas_2018	TCGA-FD-A6TA-01	42384.5
blca_tcga_pan_can_atlas_2018	TCGA-FD-A6TB-01	41863.8
blca_tcga_pan_can_atlas_2018	TCGA-FD-A6TC-01	45168.2
blca_tcga_pan_can_atlas_2018	TCGA-FD-A6TD-01	62556.9
blca_tcga_pan_can_atlas_2018	TCGA-FD-A6TE-01	33490.9
blca_tcga_pan_can_atlas_2018	TCGA-FD-A6TF-01	31597.8
blca_tcga_pan_can_atlas_2018	TCGA-FD-A6TG-01	28002
blca_tcga_pan_can_atlas_2018	TCGA-FD-A6TH-01	31577.7
blca_tcga_pan_can_atlas_2018	TCGA-FD-A6TI-01	72390.2
blca_tcga_pan_can_atlas_2018	TCGA-FD-A6TK-01	44547.7
blca_tcga_pan_can_atlas_2018	TCGA-FJ-A3Z7-01	53537.4
blca_tcga_pan_can_atlas_2018	TCGA-FJ-A3Z9-01	24611.3
blca_tcga_pan_can_atlas_2018	TCGA-FJ-A3ZE-01	30718.9
blca_tcga_pan_can_atlas_2018	TCGA-FJ-A3ZF-01	18476.4
blca_tcga_pan_can_atlas_2018	TCGA-FJ-A871-01	32476.7
blca_tcga_pan_can_atlas_2018	TCGA-FT-A3EE-01	21313.1
blca_tcga_pan_can_atlas_2018	TCGA-FT-A61P-01	33314.6
blca_tcga_pan_can_atlas_2018	TCGA-G2-A2EC-01	39734.5
blca_tcga_pan_can_atlas_2018	TCGA-G2-A2EF-01	39106.4
blca_tcga_pan_can_atlas_2018	TCGA-G2-A2EJ-01	56091.5
blca_tcga_pan_can_atlas_2018	TCGA-G2-A2EK-01	25876
blca_tcga_pan_can_atlas_2018	TCGA-G2-A2EL-01	24477.4
blca_tcga_pan_can_atlas_2018	TCGA-G2-A2EO-01	76614.4999999999
blca_tcga_pan_can_atlas_2018	TCGA-G2-A2ES-01	38402
blca_tcga_pan_can_atlas_2018	TCGA-G2-A3IB-01	43408.9
blca_tcga_pan_can_atlas_2018	TCGA-G2-A3IE-01	34354.8
blca_tcga_pan_can_atlas_2018	TCGA-G2-A3VY-01	27139.5
blca_tcga_pan_can_atlas_2018	TCGA-G2-AA3B-01	37104.2
blca_tcga_pan_can_atlas_2018	TCGA-G2-AA3C-01	42634.9
blca_tcga_pan_can_atlas_2018	TCGA-G2-AA3D-01	41338.5
blca_tcga_pan_can_atlas_2018	TCGA-G2-AA3F-01	17414
blca_tcga_pan_can_atlas_2018	TCGA-GC-A3BM-01	38030
blca_tcga_pan_can_atlas_2018	TCGA-GC-A3I6-01	46117.4
blca_tcga_pan_can_atlas_2018	TCGA-GC-A3OO-01	31118.7
blca_tcga_pan_can_atlas_2018	TCGA-GC-A3RB-01	24674
blca_tcga_pan_can_atlas_2018	TCGA-GC-A3RC-01	21637.8
blca_tcga_pan_can_atlas_2018	TCGA-GC-A3RD-01	23996.1
blca_tcga_pan_can_atlas_2018	TCGA-GC-A3WC-01	41389.2
blca_tcga_pan_can_atlas_2018	TCGA-GC-A3YS-01	24004.2
blca_tcga_pan_can_atlas_2018	TCGA-GC-A4ZW-01	29123.2
blca_tcga_pan_can_atlas_2018	TCGA-GC-A6I1-01	45847.3
blca_tcga_pan_can_atlas_2018	TCGA-GC-A6I3-01	38483.4
blca_tcga_pan_can_atlas_2018	TCGA-GD-A2C5-01	33323.6
blca_tcga_pan_can_atlas_2018	TCGA-GD-A3OP-01	34947
blca_tcga_pan_can_atlas_2018	TCGA-GD-A3OQ-01	36182.9
blca_tcga_pan_can_atlas_2018	TCGA-GD-A3OS-01	30516.8
blca_tcga_pan_can_atlas_2018	TCGA-GD-A6C6-01	40545.2
blca_tcga_pan_can_atlas_2018	TCGA-GD-A76B-01	33464
blca_tcga_pan_can_atlas_2018	TCGA-GU-A42P-01	31984.8
blca_tcga_pan_can_atlas_2018	TCGA-GU-A42Q-01	50678.9
blca_tcga_pan_can_atlas_2018	TCGA-GU-A42R-01	36051.3
blca_tcga_pan_can_atlas_2018	TCGA-GU-A762-01	46774.6
blca_tcga_pan_can_atlas_2018	TCGA-GU-A763-01	29141.5
blca_tcga_pan_can_atlas_2018	TCGA-GU-A764-01	40643.8
blca_tcga_pan_can_atlas_2018	TCGA-GU-A766-01	51076
blca_tcga_pan_can_atlas_2018	TCGA-GU-A767-01	34671.4
blca_tcga_pan_can_atlas_2018	TCGA-GU-AATO-01	43361.2
blca_tcga_pan_can_atlas_2018	TCGA-GU-AATP-01	39653.7
blca_tcga_pan_can_atlas_2018	TCGA-GU-AATQ-01	40602
blca_tcga_pan_can_atlas_2018	TCGA-GV-A3JV-01	20645
blca_tcga_pan_can_atlas_2018	TCGA-GV-A3JW-01	27312.9
blca_tcga_pan_can_atlas_2018	TCGA-GV-A3JX-01	27157.9
blca_tcga_pan_can_atlas_2018	TCGA-GV-A3JZ-01	43558.3
blca_tcga_pan_can_atlas_2018	TCGA-GV-A3QF-01	82037.4
blca_tcga_pan_can_atlas_2018	TCGA-GV-A3QG-01	28146.8
blca_tcga_pan_can_atlas_2018	TCGA-GV-A3QH-01	21312.3
blca_tcga_pan_can_atlas_2018	TCGA-GV-A3QI-01	25909.9
blca_tcga_pan_can_atlas_2018	TCGA-GV-A3QK-01	43476.5
