STUDY_ID	SAMPLE_ID	EGFR
lgg_tcga_pan_can_atlas_2018	TCGA-DU-7304-01	2972.13
lgg_tcga_pan_can_atlas_2018	TCGA-DU-7306-01	3513.9
lgg_tcga_pan_can_atlas_2018	TCGA-DU-7309-01	3142.09
lgg_tcga_pan_can_atlas_2018	TCGA-DU-8158-01	3455.69
lgg_tcga_pan_can_atlas_2018	TCGA-DU-8161-01	7109.5
lgg_tcga_pan_can_atlas_2018	TCGA-DU-8162-01	13256.1
lgg_tcga_pan_can_atlas_2018	TCGA-DU-8163-01	4831.52
lgg_tcga_pan_can_atlas_2018	TCGA-DU-8164-01	4751.84
lgg_tcga_pan_can_atlas_2018	TCGA-DU-8165-01	798.42
lgg_tcga_pan_can_atlas_2018	TCGA-DU-8166-01	7254.73
lgg_tcga_pan_can_atlas_2018	TCGA-DU-8167-01	1398.64
lgg_tcga_pan_can_atlas_2018	TCGA-DU-8168-01	9229.6
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A5TP-01	766.4
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A5TR-01	284.922
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A5TS-01	182.297
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A5TT-01	1928.97
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A5TU-01	278.46
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A5TW-01	2151.15
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A5TY-01	39468.8
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A6S2-01	2615.61
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A6S3-01	2681.62
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A6S6-01	3191.85
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A6S7-01	3059.63
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A6S8-01	1309.63
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A76K-01	1493.78
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A76L-01	266.623
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A76O-01	970.162
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A76R-01	2684.64
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A7T6-01	102.694
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A7T8-01	2169.99
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A7TA-01	2767.6
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A7TB-01	112.555
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A7TC-01	1665.18
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A7TD-01	120100
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A7TG-01	825.78
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A7TI-01	4248.31
lgg_tcga_pan_can_atlas_2018	TCGA-DU-A7TJ-01	97394.8000000001
lgg_tcga_pan_can_atlas_2018	TCGA-E1-5302-01	4129.39
lgg_tcga_pan_can_atlas_2018	TCGA-E1-5303-01	3470.38
lgg_tcga_pan_can_atlas_2018	TCGA-E1-5304-01	3781.81
lgg_tcga_pan_can_atlas_2018	TCGA-E1-5305-01	6926.01
lgg_tcga_pan_can_atlas_2018	TCGA-E1-5307-01	9947.16
lgg_tcga_pan_can_atlas_2018	TCGA-E1-5311-01	6957.26
lgg_tcga_pan_can_atlas_2018	TCGA-E1-5318-01	3427.88
lgg_tcga_pan_can_atlas_2018	TCGA-E1-5319-01	1931.28
lgg_tcga_pan_can_atlas_2018	TCGA-E1-5322-01	2436.84
lgg_tcga_pan_can_atlas_2018	TCGA-E1-A7YD-01	19363
lgg_tcga_pan_can_atlas_2018	TCGA-E1-A7YE-01	1783.88
lgg_tcga_pan_can_atlas_2018	TCGA-E1-A7YH-01	2576.68
lgg_tcga_pan_can_atlas_2018	TCGA-E1-A7YI-01	136.279
lgg_tcga_pan_can_atlas_2018	TCGA-E1-A7YJ-01	57650
lgg_tcga_pan_can_atlas_2018	TCGA-E1-A7YK-01	457.107
lgg_tcga_pan_can_atlas_2018	TCGA-E1-A7YL-01	4192.51
lgg_tcga_pan_can_atlas_2018	TCGA-E1-A7YM-01	2511.47
lgg_tcga_pan_can_atlas_2018	TCGA-E1-A7YN-01	3003.23
lgg_tcga_pan_can_atlas_2018	TCGA-E1-A7YO-01	7116.27
lgg_tcga_pan_can_atlas_2018	TCGA-E1-A7YQ-01	26504.5
lgg_tcga_pan_can_atlas_2018	TCGA-E1-A7YS-01	10766.5
lgg_tcga_pan_can_atlas_2018	TCGA-E1-A7YU-01	820.005
lgg_tcga_pan_can_atlas_2018	TCGA-E1-A7YV-01	1854.7
lgg_tcga_pan_can_atlas_2018	TCGA-E1-A7YW-01	2388.37
lgg_tcga_pan_can_atlas_2018	TCGA-E1-A7YY-01	417.22
lgg_tcga_pan_can_atlas_2018	TCGA-E1-A7Z2-01	7159.77
lgg_tcga_pan_can_atlas_2018	TCGA-E1-A7Z3-01	893.603
lgg_tcga_pan_can_atlas_2018	TCGA-E1-A7Z4-01	1976.08
lgg_tcga_pan_can_atlas_2018	TCGA-E1-A7Z6-01	1972.67
lgg_tcga_pan_can_atlas_2018	TCGA-EZ-7264-01	6090.13
lgg_tcga_pan_can_atlas_2018	TCGA-F6-A8O3-01	4028.82
lgg_tcga_pan_can_atlas_2018	TCGA-F6-A8O4-01	2704.47
lgg_tcga_pan_can_atlas_2018	TCGA-FG-5962-01	3169.19
lgg_tcga_pan_can_atlas_2018	TCGA-FG-5963-01	91.2137
lgg_tcga_pan_can_atlas_2018	TCGA-FG-5964-01	980.323
lgg_tcga_pan_can_atlas_2018	TCGA-FG-5965-01	3782.72
lgg_tcga_pan_can_atlas_2018	TCGA-FG-6688-01	19100.4
lgg_tcga_pan_can_atlas_2018	TCGA-FG-6689-01	2250.48
lgg_tcga_pan_can_atlas_2018	TCGA-FG-6690-01	6332.89
lgg_tcga_pan_can_atlas_2018	TCGA-FG-6691-01	6115.49
lgg_tcga_pan_can_atlas_2018	TCGA-FG-6692-01	14585.9
lgg_tcga_pan_can_atlas_2018	TCGA-FG-7634-01	4830.14
lgg_tcga_pan_can_atlas_2018	TCGA-FG-7636-01	1123.71
lgg_tcga_pan_can_atlas_2018	TCGA-FG-7637-01	16873.5
lgg_tcga_pan_can_atlas_2018	TCGA-FG-7638-01	1483.94
lgg_tcga_pan_can_atlas_2018	TCGA-FG-7641-01	5034.61
lgg_tcga_pan_can_atlas_2018	TCGA-FG-7643-01	1841.54
lgg_tcga_pan_can_atlas_2018	TCGA-FG-8181-01	256.076
lgg_tcga_pan_can_atlas_2018	TCGA-FG-8182-01	11214.5
lgg_tcga_pan_can_atlas_2018	TCGA-FG-8185-01	1620.07
lgg_tcga_pan_can_atlas_2018	TCGA-FG-8186-01	4150.87
lgg_tcga_pan_can_atlas_2018	TCGA-FG-8187-01	2193.21
lgg_tcga_pan_can_atlas_2018	TCGA-FG-8188-01	1763.45
lgg_tcga_pan_can_atlas_2018	TCGA-FG-8189-01	419.959
lgg_tcga_pan_can_atlas_2018	TCGA-FG-8191-01	2500.17
lgg_tcga_pan_can_atlas_2018	TCGA-FG-A4MT-01	3302.31
lgg_tcga_pan_can_atlas_2018	TCGA-FG-A4MU-01	22441
lgg_tcga_pan_can_atlas_2018	TCGA-FG-A4MW-01	42612.7
lgg_tcga_pan_can_atlas_2018	TCGA-FG-A4MX-01	467.872
lgg_tcga_pan_can_atlas_2018	TCGA-FG-A4MY-01	582.817
lgg_tcga_pan_can_atlas_2018	TCGA-FG-A60J-01	3373.64
lgg_tcga_pan_can_atlas_2018	TCGA-FG-A60K-01	1966.74
lgg_tcga_pan_can_atlas_2018	TCGA-FG-A60L-01	201.221
lgg_tcga_pan_can_atlas_2018	TCGA-FG-A6IZ-01	479.477
lgg_tcga_pan_can_atlas_2018	TCGA-FG-A6J1-01	263.085
lgg_tcga_pan_can_atlas_2018	TCGA-FG-A6J3-01	133.209
lgg_tcga_pan_can_atlas_2018	TCGA-FG-A70Y-01	1417.46
lgg_tcga_pan_can_atlas_2018	TCGA-FG-A70Z-01	12313.5
lgg_tcga_pan_can_atlas_2018	TCGA-FG-A710-01	1303.12
lgg_tcga_pan_can_atlas_2018	TCGA-FG-A711-01	994.285
lgg_tcga_pan_can_atlas_2018	TCGA-FG-A713-01	1184.94
lgg_tcga_pan_can_atlas_2018	TCGA-FG-A87N-01	443.492
lgg_tcga_pan_can_atlas_2018	TCGA-FG-A87Q-01	36523.7
lgg_tcga_pan_can_atlas_2018	TCGA-FN-7833-01	2732.92
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7467-01	2429.15
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7468-01	4647.74
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7469-01	6209.69
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7470-01	1951.96
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7471-01	5611.77
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7472-01	3303.47
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7473-01	2625.13
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7474-01	1213.51
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7475-01	4223.77
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7476-01	1330.02
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7477-01	1584.86
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7478-01	1668.69
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7479-01	1349.73
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7480-01	3811.78
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7481-01	4678.08
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7482-01	1311.52
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7483-01	3316.18
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7485-01	3177.13
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7601-01	1871.07
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7602-01	552.687
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7603-01	305.808
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7604-01	4780.26
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7605-01	2004.56
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7606-01	12044.7
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7607-01	658.913
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7608-01	2709.95
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7609-01	3408.16
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7610-01	5740.38
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7611-01	3813.2
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7616-01	5553.79
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7620-01	3326.61
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7676-01	1796.29
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7677-01	6202.74
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7680-01	1272.5
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7681-01	1042.11
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7684-01	990.455
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7686-01	2612.05
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7687-01	4520.94
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7688-01	2659.18
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7689-01	3140.75
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7690-01	1318.44
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7691-01	736.026
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7692-01	2807.05
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7693-01	2044.38
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7694-01	1671.08
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7695-01	3881.1
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7854-01	7106.56
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7855-01	4246.64
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7856-01	1995.82
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7857-01	49.9696
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7858-01	2796.19
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7860-01	3339.3
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7873-01	3539.39
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7874-01	2095.83
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7875-01	3372.81
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7877-01	3683.6
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7879-01	2121.63
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7880-01	867.992
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7881-01	720.952
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7882-01	1440.46
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7884-01	2802.55
lgg_tcga_pan_can_atlas_2018	TCGA-HT-7902-01	526.742
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8010-01	1560.76
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8011-01	20832.8
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8012-01	2939.96
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8013-01	2456.57
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8015-01	343.757
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8018-01	1114.69
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8019-01	416.819
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8104-01	114753
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8105-01	2761.44
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8106-01	811.605
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8107-01	1013.57
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8108-01	3575.46
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8109-01	3821.61
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8110-01	13699.3
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8111-01	1254.22
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8113-01	1168.03
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8114-01	5150.78
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8558-01	245.856
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8563-01	995.256
lgg_tcga_pan_can_atlas_2018	TCGA-HT-8564-01	6015.03
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A4DS-01	824.543
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A4DV-01	372
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A5R5-01	1488.95
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A5R7-01	819.15
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A5R9-01	4533.61
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A5RA-01	24851.9
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A5RB-01	3635.16
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A5RC-01	58640.3
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A614-01	475.52
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A615-01	1892.23
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A616-01	719.163
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A617-01	1615.31
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A618-01	1086.74
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A61A-01	507.213
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A61B-01	259.769
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A61C-01	52.2087
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A74H-01	448.339
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A74J-01	2417.91
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A74K-01	280.992
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A74L-01	11783.2
lgg_tcga_pan_can_atlas_2018	TCGA-HT-A74O-01	324.926
lgg_tcga_pan_can_atlas_2018	TCGA-HW-7486-01	4471.19
lgg_tcga_pan_can_atlas_2018	TCGA-HW-7487-01	2453.35
lgg_tcga_pan_can_atlas_2018	TCGA-HW-7489-01	1372.21
lgg_tcga_pan_can_atlas_2018	TCGA-HW-7490-01	1467.89
lgg_tcga_pan_can_atlas_2018	TCGA-HW-7491-01	8146.11
lgg_tcga_pan_can_atlas_2018	TCGA-HW-7493-01	2882.09
lgg_tcga_pan_can_atlas_2018	TCGA-HW-7495-01	2080.56
lgg_tcga_pan_can_atlas_2018	TCGA-HW-8319-01	5946.14
lgg_tcga_pan_can_atlas_2018	TCGA-HW-8320-01	4325.75
lgg_tcga_pan_can_atlas_2018	TCGA-HW-8321-01	4246.59
lgg_tcga_pan_can_atlas_2018	TCGA-HW-8322-01	3809.24
lgg_tcga_pan_can_atlas_2018	TCGA-HW-A5KJ-01	907.996
lgg_tcga_pan_can_atlas_2018	TCGA-HW-A5KK-01	7143.43
lgg_tcga_pan_can_atlas_2018	TCGA-HW-A5KL-01	2856.74
lgg_tcga_pan_can_atlas_2018	TCGA-HW-A5KM-01	2099.88
lgg_tcga_pan_can_atlas_2018	TCGA-IK-7675-01	2709.41
lgg_tcga_pan_can_atlas_2018	TCGA-IK-8125-01	3816.94
lgg_tcga_pan_can_atlas_2018	TCGA-KT-A74X-01	1699.51
lgg_tcga_pan_can_atlas_2018	TCGA-KT-A7W1-01	30132.1
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5ET-01	1859.66
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5EU-01	4442.54
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5EV-01	2332.1
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5EW-01	3960.67
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5EX-01	1015.25
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5EY-01	647.444
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5EZ-01	805.492
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5F0-01	4163.46
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5F1-01	473.038
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5F2-01	2469.82
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5F4-01	1556.19
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A5F6-01	495.163
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A72U-01	1149.16
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A72W-01	881.013000000001
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A72X-01	1683.96
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A72Z-01	1003.84
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A730-01	2298.46
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A731-01	1151.25
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A733-01	1304.89
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A735-01	1834.88
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A736-01	775.731
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A737-01	5312.28
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A77W-01	660.357
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A77X-01	2085.93
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A780-01	1376.24
lgg_tcga_pan_can_atlas_2018	TCGA-P5-A781-01	2498.34
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A65R-01	2018.22
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A65S-01	1071.57
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A65V-01	335.235
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A65X-01	779.003
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A65Z-01	1085.25
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6CS-01	2691.97
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6CU-01	191.987
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6CV-01	30874.6
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6CW-01	4062.05
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6CX-01	13925.8
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6CY-01	1014.65
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6CZ-01	3905.87
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6X3-01	3567.6
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6X4-01	2508.12
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6X5-01	828.856
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6X8-01	2104.15
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6X9-01	4205.72
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6XA-01	1759.32
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A6XC-01	7544.46
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A86X-01	3394.65
lgg_tcga_pan_can_atlas_2018	TCGA-QH-A870-01	1603.94
lgg_tcga_pan_can_atlas_2018	TCGA-R8-A6MK-01	2068.56
lgg_tcga_pan_can_atlas_2018	TCGA-R8-A6ML-01	2627.97
lgg_tcga_pan_can_atlas_2018	TCGA-R8-A6MO-01	1051.81
lgg_tcga_pan_can_atlas_2018	TCGA-RY-A83X-01	1336.61
lgg_tcga_pan_can_atlas_2018	TCGA-RY-A83Y-01	1057.23
lgg_tcga_pan_can_atlas_2018	TCGA-RY-A83Z-01	214.779
lgg_tcga_pan_can_atlas_2018	TCGA-RY-A840-01	1760.28
lgg_tcga_pan_can_atlas_2018	TCGA-RY-A843-01	2701.54
lgg_tcga_pan_can_atlas_2018	TCGA-RY-A845-01	2271.64
lgg_tcga_pan_can_atlas_2018	TCGA-RY-A847-01	3149.64
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6TS-01	793.611
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6TU-01	2661.62
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6TV-01	616.67
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6TW-01	1857.62
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6TX-01	3488.61
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6TY-01	4242.38
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6TZ-01	8530.76
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6U0-01	32086.5
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6U1-01	3678.25
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6U2-01	4006.04
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6U5-01	717.688
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6U6-01	4510.93
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6U8-01	1968.74
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6U9-01	1475.93
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6UA-01	65.0234
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6UB-01	3797.65
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WD-01	2847.94
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WE-01	1087.34
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WG-01	728.861
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WH-01	2483.86
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WI-01	574.163
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WL-01	2749.66
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WM-01	66389.9000000001
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WN-01	622.373
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WO-01	3258.27
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WP-01	2683.67
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A6WQ-01	1901.31
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7IQ-01	746.079
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7IS-01	108.877
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7IX-01	15402.3
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7IY-01	1837.14
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7IZ-01	1244.22
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7J0-01	864.482
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7J1-01	2439.66
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7J2-01	5305.95
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7J3-01	2850.42
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7QW-01	1875.02
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7QX-01	2226.21
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7QY-01	2280.29
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7QZ-01	3237.79
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7R1-01	6568.15
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7R2-01	948.535
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7R3-01	2179.32
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7R4-01	2442.96
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7R7-01	906.343
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A7R8-01	7836.34
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A89V-01	2456.7
lgg_tcga_pan_can_atlas_2018	TCGA-S9-A89Z-01	538.263
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A7C3-01	9863.19
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A7C4-01	807.776
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A7C5-01	2044.95
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A7CA-01	3132.8
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A7CF-01	3293.19
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84B-01	4589.2
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84C-01	596.009
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84F-01	427.065
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84G-01	2583.49
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84H-01	4788.07
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84I-01	3672.85
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84J-01	89.6955
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84L-01	1444.29
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84M-01	7531.44
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84O-01	479.179
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84Q-01	2731.61
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84R-01	1202.94
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84S-01	2436.77
lgg_tcga_pan_can_atlas_2018	TCGA-TM-A84T-01	3648.51
lgg_tcga_pan_can_atlas_2018	TCGA-TQ-A7RF-01	2112.28
lgg_tcga_pan_can_atlas_2018	TCGA-TQ-A7RG-01	1873.3
lgg_tcga_pan_can_atlas_2018	TCGA-TQ-A7RH-01	3876.31
